RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score,source,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,University Rank,Name of University,No of student,No of student per staff,International Student,Female:Male Ratio,OverAll Score,Teaching Score,Research Score,Citations Score,Industry Income Score,International Outlook Score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,1501+,Voronezh State University,9.7–22.7,18960.0,22.7,1173.0,10.7,1568.0,7.7,1885.0,17.4,1719.0,37.0,1243.0,master_account,0.0,/world-university-rankings/voronezh-state-university,131433.0,Russian Federation,"16,386",11.1,15%,52 : 48,Voronezh State University,"Other Health,Sociology,Archaeology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Education,Biological Sciences,Psychology,Chemical Engineering,Law,History, Philosophy & Theology,Chemistry,Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Geography,Physics & Astronomy,Accounting & Finance,Computer Science,Communication & Media Studies",False,False,True,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,1501+,Voronezh State Technical University,9.7–22.7,18970.0,20.5,1339.0,8.5,1855.0,29.8,1451.0,18.8,1606.0,23.9,1746.0,master_account,0.0,/world-university-rankings/voronezh-state-technical-university,701434.0,Russian Federation,"10,060",13.5,6%,36 : 64,Voronezh State Technical University,"Archaeology,Mechanical & Aerospace Engineering,General Engineering,Computer Science,Accounting & Finance,History, Philosophy & Theology,Civil Engineering,Chemical Engineering,Biological Sciences,Electrical & Electronic Engineering,Economics & Econometrics,Architecture,Other Health,Communication & Media Studies,Business & Management",False,False,True,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,1501+,University of Warmia and Mazury in Olsztyn,9.7–22.7,18980.0,16.9,1634.0,13.5,1260.0,35.3,1317.0,21.8,1450.0,23.3,1767.0,master_account,0.0,/world-university-rankings/university-warmia-and-mazury-olsztyn,660989.0,Poland,"16,899",17.5,3%,60 : 40,University of Warmia and Mazury in Olsztyn,"Veterinary Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Education,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Biological Sciences,General Engineering,Computer Science,Other Health,Physics & Astronomy,History, Philosophy & Theology,Communication & Media Studies,Sport Science,Medicine & Dentistry,Business & Management,Architecture,Law,Economics & Econometrics,Mathematics & Statistics,Chemistry,Psychology,Languages, Literature & Linguistics,Sociology,Accounting & Finance",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,1501+,University of West Attica,9.7–22.7,18990.0,10.0,1901.0,9.7,1692.0,34.7,1332.0,22.8,1411.0,24.9,1711.0,master_account,0.0,/world-university-rankings/university-west-attica,685372.0,Greece,"37,470",37.9,0%,50 : 50,University of West Attica,"Agriculture & Forestry,Other Health,Business & Management,General Engineering,Art, Performing Arts & Design,Education,Architecture,Electrical & Electronic Engineering,Accounting & Finance,Computer Science,Civil Engineering,Mechanical & Aerospace Engineering",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,1501+,Yanshan University,9.7–22.7,19000.0,19.5,1427.0,11.7,1448.0,34.5,1337.0,36.0,1077.0,20.4,1856.0,master_account,0.0,/world-university-rankings/yanshan-university,623463.0,China,"39,191",13.4,1%,39 : 61,Yanshan University,"Languages, Literature & Linguistics,Mathematics & Statistics,Architecture,Sport Science,Civil Engineering,Accounting & Finance,Biological Sciences,Business & Management,Art, Performing Arts & Design,Physics & Astronomy,Computer Science,Chemistry,Mechanical & Aerospace Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,1501+,Yeditepe University,9.7–22.7,19010.0,22.0,1234.0,12.4,1372.0,17.6,1719.0,59.3,657.0,38.8,1160.0,master_account,0.0,/world-university-rankings/yeditepe-university,624663.0,Turkey,"17,378",27.5,6%,55 : 45,Yeditepe University,"Mechanical & Aerospace Engineering,Economics & Econometrics,Biological Sciences,Business & Management,General Engineering,Sociology,Medicine & Dentistry,Physics & Astronomy,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Law,Architecture,Electrical & Electronic Engineering,Psychology,Other Health,Communication & Media Studies,Languages, Literature & Linguistics,Chemical Engineering,Education",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,1501+,Yerevan State University,9.7–22.7,19020.0,23.9,1087.0,8.6,1849.0,26.8,1521.0,16.4,1821.0,38.1,1193.0,master_account,0.0,/world-university-rankings/yerevan-state-university,715426.0,Armenia,"13,838",8.0,2%,53 : 47,Yerevan State University,"History, Philosophy & Theology,Business & Management,Archaeology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Geography,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Other Health,Economics & Econometrics,Accounting & Finance,Biological Sciences,Psychology,Chemistry,Languages, Literature & Linguistics,Sociology,Education,Law,Physics & Astronomy,Communication & Media Studies",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,1501+,Yogyakarta State University,9.7–22.7,19030.0,16.9,1635.0,10.5,1595.0,28.8,1478.0,23.1,1399.0,30.6,1477.0,master_account,0.0,/world-university-rankings/yogyakarta-state-university,622548.0,Indonesia,"24,073",16.3,1%,61 : 39,Yogyakarta State University,"Mathematics & Statistics,General Engineering,Communication & Media Studies,Geography,Computer Science,Chemistry,History, Philosophy & Theology,Accounting & Finance,Electrical & Electronic Engineering,Psychology,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Sport Science,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,Education,Architecture,Civil Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Languages, Literature & Linguistics",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,1501+,Zonguldak Bülent Ecevit University,9.7–22.7,19040.0,12.5,1863.0,11.2,1507.0,21.6,1646.0,48.1,842.0,26.4,1650.0,master_account,0.0,/world-university-rankings/zonguldak-bulent-ecevit-university,625941.0,Turkey,"29,329",22.4,8%,57 : 43,Zonguldak Bülent Ecevit University,"Electrical & Electronic Engineering,Medicine & Dentistry,Mathematics & Statistics,Physics & Astronomy,Mechanical & Aerospace Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Politics & International Studies (incl Development Studies),Geography,Business & Management,Chemical Engineering,Accounting & Finance,Sociology,Veterinary Science,Other Health,Chemistry,Biological Sciences,History, Philosophy & Theology,General Engineering,Sport Science,Economics & Econometrics,Education,Languages, Literature & Linguistics,Civil Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Archaeology,Communication & Media Studies",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Abbes Laghrour University of Khenchala,,1000001.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/abbes-laghrour-university-khenchala,720223.0,Algeria,"18,085",26.1,0%,70 : 30,Abbes Laghrour University of Khenchala,"Languages, Literature & Linguistics,Chemical Engineering,Economics & Econometrics,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Sociology,Mathematics & Statistics,Business & Management,Agriculture & Forestry,Psychology,Biological Sciences,Law,Civil Engineering,Accounting & Finance,Physics & Astronomy,History, Philosophy & Theology,Chemistry,Electrical & Electronic Engineering,Communication & Media Studies",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Abbottabad University of Science and Technology,,1000002.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/abbottabad-university-science-and-technology,718734.0,Pakistan,"4,200",13.3,0%,31 : 69,Abbottabad University of Science and Technology,"Computer Science,Business & Management,Mathematics & Statistics,Agriculture & Forestry,Psychology,Physics & Astronomy,Chemistry,Biological Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Veterinary Science,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Other Health",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Abdelhafid Boussouf University Center of Mila,,1000003.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/abdelhafid-boussouf-university-center-mila,720967.0,Algeria,"11,027",24.9,0%,72 : 28,Abdelhafid Boussouf University Center of Mila,"Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,General Engineering,Economics & Econometrics,Mathematics & Statistics,Civil Engineering,Business & Management,Law,Biological Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Computer Science",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Abdullah Gül University,,1000004.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/abdullah-gul-university,587745.0,Turkey,"2,944",22.5,9%,46 : 54,Abdullah Gül University,"Biological Sciences,Physics & Astronomy,Politics & International Studies (incl Development Studies),Computer Science,Chemical Engineering,Architecture,Business & Management,Economics & Econometrics,Accounting & Finance,Mechanical & Aerospace Engineering,General Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Chemistry,Psychology,Civil Engineering,Sociology",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Abertay University,,1000005.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/abertay-university,131670.0,United Kingdom,"4,205",23.4,21%,47 : 53,Abertay University,"Other Health,Business & Management,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Sociology,Computer Science,Sport Science,Agriculture & Forestry,Civil Engineering,Accounting & Finance,Chemistry,Biological Sciences,Law,Psychology,General Engineering",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-74539501,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Abia State University,,1000006.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/abia-state-university,720774.0,Nigeria,"21,502",45.8,0%,49 : 51,Abia State University,"Languages, Literature & Linguistics,Mathematics & Statistics,Medicine & Dentistry,Economics & Econometrics,Physics & Astronomy,Other Health,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Politics & International Studies (incl Development Studies),Business & Management,Accounting & Finance,Architecture,Sociology,Geography,Biological Sciences,History, Philosophy & Theology,Education,Agriculture & Forestry,Law,Civil Engineering,Chemistry,Mechanical & Aerospace Engineering",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Abrar University,,1000007.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/abrar-university,722722.0,Somalia,495,5.5,0%,40 : 60,Abrar University,"Agriculture & Forestry,Veterinary Science,Computer Science,Other Health,Medicine & Dentistry,Civil Engineering,Economics & Econometrics",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Ada Kent University,,1000008.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/ada-kent-university,675465.0,Northern Cyprus,911,1.0,19%,39 : 61,Ada Kent University,"Other Health,Education,Languages, Literature & Linguistics,Medicine & Dentistry,Psychology,Law",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Adventist University of Central Africa,,1000009.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/adventist-university-central-africa,722635.0,Rwanda,"3,174",31.7,11%,44 : 56,Adventist University of Central Africa,"Languages, Literature & Linguistics,Business & Management,Economics & Econometrics,Accounting & Finance,History, Philosophy & Theology,Computer Science,Geography,Other Health,Sociology,Medicine & Dentistry",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,AECC University College,,1000010.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/aecc-university-college,720908.0,United Kingdom,780,19.5,39%,45 : 55,AECC University College,"Sport Science,Psychology,Other Health",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,University Center of Aflou,,1000011.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/university-center-aflou,724965.0,Algeria,"4,532",23.7,0%,48 : 52,University Center of Aflou,"Law,Sociology,History, Philosophy & Theology,Economics & Econometrics,Art, Performing Arts & Design,Psychology,Computer Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Business & Management,Education,Languages, Literature & Linguistics,Accounting & Finance",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,University of Agronomic Sciences and Veterinary Medicine of Bucharest,,1000012.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/university-agronomic-sciences-and-veterinary-medicine-bucharest,721492.0,Romania,"11,560",16.7,3%,49 : 51,University of Agronomic Sciences and Veterinary Medicine of Bucharest,"Agriculture & Forestry,Business & Management,Veterinary Science,Civil Engineering,Biological Sciences",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Universitas Ahmad Dahlan,,1000013.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/universitas-ahmad-dahlan,719189.0,Indonesia,"25,871",34.6,1%,61 : 39,Universitas Ahmad Dahlan,"Accounting & Finance,Economics & Econometrics,Electrical & Electronic Engineering,Chemistry,Physics & Astronomy,Communication & Media Studies,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Computer Science,Law,Mathematics & Statistics,Business & Management,Biological Sciences,Other Health,Medicine & Dentistry,Education",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,University of Ahmed Draia,,1000014.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/university-ahmed-draia,720249.0,Algeria,"14,520",28.0,0%,59 : 41,University of Ahmed Draia,"Computer Science,Sociology,Chemistry,Physics & Astronomy,Accounting & Finance,Chemical Engineering,History, Philosophy & Theology,Communication & Media Studies,Mathematics & Statistics,Biological Sciences,Business & Management,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Law,General Engineering,Civil Engineering,Economics & Econometrics",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Aichi Prefectural University,,1000015.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/aichi-prefectural-university,609660.0,Japan,"3,260",15.4,1%,72 : 28,Aichi Prefectural University,"Languages, Literature & Linguistics,Psychology,Other Health,History, Philosophy & Theology,Education,Communication & Media Studies,Sociology,Computer Science,Geography",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Université d’Ain Témouchent,,1000016.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/universite-dain-temouchent,724559.0,Algeria,"12,202",17.2,1%,64 : 36,Université d’Ain Témouchent,"Civil Engineering,Law,Electrical & Electronic Engineering,Business & Management,Biological Sciences,Agriculture & Forestry,Communication & Media Studies,Mechanical & Aerospace Engineering,Sociology,Computer Science,Economics & Econometrics,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Mathematics & Statistics,Chemical Engineering,Accounting & Finance",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Ajeenkya DY Patil University,,1000017.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/ajeenkya-dy-patil-university,699286.0,India,"2,735",15.8,1%,18 : 82,Ajeenkya DY Patil University,"Art, Performing Arts & Design,Psychology,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Languages, Literature & Linguistics,Accounting & Finance,Other Health,Law,Architecture,Business & Management,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Computer Science",False,False,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 2024,Reporter,Ajman University,,1000018.0,,0.0,,0.0,,0.0,,0.0,,0.0,master_account,0.0,/world-university-rankings/ajman-university,587847.0,United Arab Emirates,"4,823",15.1,82%,59 : 41,Ajman University,"Communication & Media Studies,Other Health,Electrical & Electronic Engineering,Sociology,Architecture,Mechanical & Aerospace Engineering,Education,Medicine & Dentistry,Law,Civil Engineering,Business & Management,Computer Science,Accounting & Finance,General Engineering,Psychology",False,False,False,,,,,,,,,,,,,
