university_name,university_name_clean,country_name,country_name_clean,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024,university_id
Hue University,hue university,Vietnam,vietnam,,16.2,13.3,8.7,16.4,16.2,49.2,23.0,1.0,56.0,U1240
University of Hyogo,university of hyogo,Japan,japan,,16.2,22.5,13.2,11.8,56.5,24.6,12.4,3.0,41.0,U2457
Ibaraki University,ibaraki university,Japan,japan,,16.2,18.9,12.5,12.2,36.9,27.4,14.8,3.0,34.0,U2458
Universidad Industrial de Santander (UIS),universidad industrial de santander (uis),Colombia,colombia,,16.2,14.4,12.2,11.6,31.5,38.0,23.4,1.0,45.0,U2459
Industrial University of Tyumen,industrial university of tyumen,Russian Federation,russian federation,,16.2,19.5,8.4,14.0,18.3,23.1,11.4,6.0,35.0,U2460
Inönü University,inönü university,Turkey,turkey,,16.2,17.8,9.4,21.5,18.0,21.1,22.2,3.0,51.0,U2461
Instituto Politécnico Nacional (IPN),instituto politécnico nacional (ipn),Mexico,mexico,,16.2,20.7,9.9,14.5,26.7,25.5,13.0,0.0,42.0,U0814
International Hellenic University,international hellenic university,Greece,greece,,16.2,9.6,9.4,36.5,20.1,30.7,38.0,2.0,44.0,U2462
Irkutsk National Research Technical University,irkutsk national research technical university,Russian Federation,russian federation,,16.2,21.7,9.6,23.4,24.2,33.8,10.6,13.0,38.0,U2463
Irkutsk State University,irkutsk state university,Russian Federation,russian federation,,16.2,18.6,11.5,9.1,18.9,28.1,14.2,4.0,68.0,U1415
Islamic University of Indonesia,islamic university of indonesia,Indonesia,indonesia,,16.2,15.8,9.7,12.5,17.3,35.5,26.5,4.0,48.0,U2464
Istanbul Aydın University,istanbul aydın university,Turkey,turkey,,16.2,17.0,9.2,32.3,15.8,56.9,26.3,13.0,51.0,U2465
Istanbul Medipol University,istanbul medipol university,Turkey,turkey,,16.2,14.6,10.6,33.3,20.6,44.0,20.0,16.0,65.0,U2466
Ivane Javakhishvili Tbilisi State University,ivane javakhishvili tbilisi state university,Georgia,georgia,,16.2,15.9,11.3,22.2,18.0,46.7,30.6,3.0,61.0,U0794
Ivanovo State University of Chemistry and Technology,ivanovo state university of chemistry and technology,Russian Federation,russian federation,,16.2,16.4,9.7,7.0,21.3,25.0,16.8,6.0,44.0,U2467
Iwate University,iwate university,Japan,japan,,16.2,22.3,11.2,12.6,38.5,28.2,13.6,3.0,37.0,U2468
Izmir University of Economics,izmir university of economics,Turkey,turkey,,16.2,16.7,11.2,36.7,26.2,32.5,14.7,2.0,54.0,U2469
Jan Evangelista Purkyně University,jan evangelista purkyně university,Czech Republic,czech republic,,16.2,16.1,13.6,15.3,18.0,38.2,17.7,3.0,66.0,U2470
Jan Kochanowski University in Kielce,jan kochanowski university in kielce,Poland,poland,,16.2,21.3,12.3,11.9,18.4,27.9,11.2,3.0,72.0,U2471
Jean Moulin University – Lyon 3,jean moulin university – lyon 3,France,france,,16.2,14.3,13.6,13.6,27.5,60.8,39.0,18.0,66.0,U2472
Jember University,jember university,Indonesia,indonesia,,16.2,11.1,9.1,23.0,18.1,21.3,30.2,0.0,66.0,U2473
Jianghan University,jianghan university,China,china,,16.2,16.7,9.2,27.6,33.6,22.0,15.1,1.0,56.0,U2474
University of Jijel,university of jijel,Algeria,algeria,,16.2,12.8,8.8,12.7,16.0,37.5,22.4,0.0,72.0,U2475
Kanagawa University,kanagawa university,Japan,japan,,16.2,17.6,8.3,11.4,24.4,38.7,14.5,4.0,30.0,U2476
Kanazawa Medical University,kanazawa medical university,Japan,japan,,16.2,26.6,10.2,17.3,29.7,21.2,2.1,1.0,55.0,U2477
Kansai University,kansai university,Japan,japan,,16.2,20.2,8.3,7.3,25.5,33.4,12.3,4.0,41.0,U2478
University of Karachi,university of karachi,Pakistan,pakistan,,16.2,14.1,10.6,19.5,24.5,44.4,39.3,0.0,60.0,U1170
Karadeniz Technical University,karadeniz technical university,Turkey,turkey,,16.2,19.3,10.1,27.8,22.4,22.7,14.0,5.0,44.0,U2479
Université Kasdi Merbah Ouargla,université kasdi merbah ouargla,Algeria,algeria,,16.2,20.0,8.6,16.0,17.3,29.4,26.4,0.0,57.0,U2480
Kasetsart University,kasetsart university,Thailand,thailand,,16.2,18.1,12.6,23.5,25.7,33.8,18.7,1.0,62.0,U0783
Kastamonu University,kastamonu university,Turkey,turkey,,16.2,11.6,11.6,35.8,15.9,35.5,36.8,12.0,43.0,U2481
Kazan National Research Technical University,kazan national research technical university,Russian Federation,russian federation,,16.2,18.8,10.8,24.9,42.6,31.7,16.7,12.0,26.0,U2482
Kazan National Research Technological University,kazan national research technological university,Russian Federation,russian federation,,16.2,21.9,8.8,12.4,36.1,35.4,11.6,16.0,40.0,U1250
Kazan State Medical University,kazan state medical university,Russian Federation,russian federation,,16.2,40.5,10.3,7.3,17.1,45.2,10.7,31.0,63.0,U2483
University of Kelaniya,university of kelaniya,Sri Lanka,sri lanka,,16.2,16.8,8.1,12.0,17.2,36.2,15.6,3.0,66.0,U2484
Kemerovo State University,kemerovo state university,Russian Federation,russian federation,,16.2,14.9,10.1,8.6,18.2,24.3,18.5,7.0,63.0,U2485
University of Kerbala,university of kerbala,Iraq,iraq,,16.2,18.3,7.7,10.7,15.8,22.6,15.8,0.0,54.0,U2486
King Mongkut’s Institute of Technology Ladkrabang,king mongkut’s institute of technology ladkrabang,Thailand,thailand,,16.2,16.5,22.9,19.2,55.0,30.7,23.0,1.0,52.0,U2487
Kirikkale University,kirikkale university,Turkey,turkey,,16.2,14.3,18.8,17.2,20.3,18.8,47.7,1.0,49.0,U2488
Kırşehir Ahi Evran University,kırşehir ahi evran university,Turkey,turkey,,16.2,11.8,9.8,18.4,16.5,37.3,24.6,17.0,50.0,U2489
Kocaeli University,kocaeli university,Turkey,turkey,,16.2,14.3,9.7,22.1,23.7,25.8,47.2,2.0,41.0,U2490
Kochi University,kochi university,Japan,japan,,16.2,24.7,12.3,21.8,41.5,26.8,8.3,1.0,44.0,U2491
Kochi University of Technology,kochi university of technology,Japan,japan,,16.2,17.6,15.6,15.9,68.4,39.1,20.3,2.0,25.0,U2492
Kogakuin University,kogakuin university,Japan,japan,,16.2,16.8,11.3,26.3,32.7,25.0,18.3,2.0,18.0,U2493
Kookmin University,kookmin university,South Korea,south korea,,16.2,24.5,14.3,20.1,37.0,36.1,11.6,11.0,50.0,U1258
Universiti Kuala Lumpur,universiti kuala lumpur,Malaysia,malaysia,,16.2,23.6,9.0,24.3,25.5,43.7,11.9,5.0,43.0,U2494
University of Kufa,university of kufa,Iraq,iraq,,16.2,20.0,8.7,18.0,16.7,29.5,12.3,0.0,65.0,U1370
Kwansei Gakuin University,kwansei gakuin university,Japan,japan,,16.2,15.7,9.5,15.4,20.7,40.9,24.7,4.0,49.0,U1417
Kyoto Sangyo University,kyoto sangyo university,Japan,japan,,16.2,14.3,9.1,14.9,22.4,44.8,21.9,2.0,34.0,U2495
Ladoke Akintola University of Technology,ladoke akintola university of technology,Nigeria,nigeria,,16.2,16.2,11.1,28.0,32.0,32.5,53.1,0.0,49.0,U2496
University of Laghouat,university of laghouat,Algeria,algeria,,16.2,14.0,8.6,17.2,15.9,39.7,29.8,0.0,46.0,U2497
Lagos State University,lagos state university,Nigeria,nigeria,,16.2,12.9,9.3,25.3,16.0,41.9,35.6,0.0,45.0,U2498
Lahore College for Women University (LCWU),lahore college for women university (lcwu),Pakistan,pakistan,,16.2,16.5,9.6,37.6,16.1,40.6,21.3,0.0,100.0,U2499
University of Lampung,university of lampung,Indonesia,indonesia,,16.2,17.1,8.1,26.3,16.8,18.4,13.1,0.0,60.0,U1497
Latvia University of Life Sciences and Technologies,latvia university of life sciences and technologies,Latvia,latvia,,16.2,16.3,17.3,15.8,30.5,24.1,21.3,4.0,50.0,U2500
University of Life Sciences in Lublin,university of life sciences in lublin,Poland,poland,,16.2,20.2,11.7,30.3,19.1,20.7,11.6,2.0,65.0,U2501
L.N. Gumilyov Eurasian National University,l.n. gumilyov eurasian national university,Kazakhstan,kazakhstan,,16.2,21.9,11.6,21.1,15.7,54.2,13.5,4.0,60.0,U2502
Lobachevsky State University of Nizhni Novgorod,lobachevsky state university of nizhni novgorod,Russian Federation,russian federation,,16.2,31.8,13.4,14.7,32.7,38.5,10.6,12.0,51.0,U2503
University of Lodz,university of lodz,Poland,poland,,16.2,20.6,15.6,28.8,19.2,35.5,14.0,9.0,62.0,U0941
Londrina State University,londrina state university,Brazil,brazil,,16.2,30.3,16.1,19.6,34.8,23.9,10.9,1.0,59.0,U2504
University of Los Lagos,university of los lagos,Chile,chile,,16.2,15.9,14.1,25.8,16.0,49.5,17.4,0.0,60.0,U2505
Lucian Blaga University of Sibiu,lucian blaga university of sibiu,Romania,romania,,16.2,18.5,14.0,29.7,16.8,28.4,16.5,3.0,59.0,U1418
University of Lucknow,university of lucknow,India,india,,16.2,28.4,10.3,26.5,18.0,23.1,29.4,2.0,45.0,U2506
University of Macerata (UNIMC),university of macerata (unimc),Italy,italy,,16.2,16.2,18.1,24.6,15.6,37.3,27.0,4.0,75.0,U2507
Mackenzie Presbyterian University,mackenzie presbyterian university,Brazil,brazil,,16.2,17.4,10.8,12.4,20.7,28.7,28.1,0.0,51.0,U2508
Mahasarakham University,mahasarakham university,Thailand,thailand,,16.2,18.8,8.5,10.5,17.0,25.0,30.2,2.0,66.0,U2509
Universiti Malaysia Kelantan,universiti malaysia kelantan,Malaysia,malaysia,,16.2,16.1,13.0,32.6,16.2,41.9,19.9,3.0,71.0,U2510
Maria Curie-Skłodowska University (UMCS),maria curie-skłodowska university (umcs),Poland,poland,,16.2,21.6,19.3,22.4,22.7,33.4,11.7,9.0,68.0,U2511
Marmara University,marmara university,Turkey,turkey,,16.2,17.0,11.7,31.9,26.9,30.7,30.6,5.0,51.0,U1060
University of Mascara,university of mascara,Algeria,algeria,,16.2,13.7,7.5,31.4,16.1,43.2,23.8,0.0,62.0,U2512
Matej Bel University,matej bel university,Slovakia,slovakia,,16.2,19.4,13.9,15.5,16.4,40.7,14.2,10.0,67.0,U2513
Universidad Mayor,universidad mayor,Chile,chile,,16.2,18.6,9.1,28.7,16.0,49.5,12.1,1.0,48.0,U2514
Meiji University,meiji university,Japan,japan,,16.2,16.3,12.1,13.5,40.8,31.4,34.0,5.0,35.0,U1263
Meijo University,meijo university,Japan,japan,,16.2,14.5,12.1,11.6,42.8,27.3,30.7,1.0,34.0,U2515
Mendeleev University of Chemical Technology,mendeleev university of chemical technology,Russian Federation,russian federation,,16.2,19.6,14.1,14.3,43.4,23.6,14.9,6.0,56.0,U1264
M’Hamed Bougara University of Boumerdès,m’hamed bougara university of boumerdès,Algeria,algeria,,16.2,15.2,8.1,21.3,16.3,32.7,22.6,1.0,59.0,U2516
Middle Technical University,middle technical university,Iraq,iraq,,16.2,9.4,7.5,23.7,16.9,26.8,33.6,0.0,42.0,U2517
Ming Chuan University,ming chuan university,Taiwan,taiwan,,16.2,13.4,12.0,22.6,51.0,38.4,21.6,11.0,61.0,U2518
MIREA - Russian Technological University,mirea - russian technological university,Russian Federation,russian federation,,16.2,15.0,11.7,8.6,48.1,22.2,21.5,5.0,26.0,U1420
University of Miskolc,university of miskolc,Hungary,hungary,,16.2,25.6,13.4,16.1,21.7,31.7,14.9,5.0,48.0,U1372
University of Miyazaki,university of miyazaki,Japan,japan,,16.2,27.4,11.8,24.3,44.0,27.8,7.4,3.0,36.0,U2519
University Mohamed Boudiaf of M’Sila,university mohamed boudiaf of m’sila,Algeria,algeria,,16.2,18.1,9.2,10.3,17.9,34.3,17.7,1.0,55.0,U2520
Université Mohammed Premier,université mohammed premier,Morocco,morocco,,16.2,19.2,9.9,33.6,16.4,35.1,82.1,1.0,48.0,U2521
University of Montenegro,university of montenegro,Montenegro,montenegro,,16.2,13.0,12.6,23.8,25.4,41.8,20.3,2.0,68.0,U2522
Moscow Polytechnic University,moscow polytechnic university,Russian Federation,russian federation,,16.2,17.0,10.3,11.0,19.0,32.3,16.0,13.0,39.0,U2523
Moscow State University of Civil Engineering,moscow state university of civil engineering,Russian Federation,russian federation,,16.2,20.3,11.6,25.3,39.6,25.0,13.3,7.0,53.0,U2524
University of Mosul,university of mosul,Iraq,iraq,,16.2,14.8,9.9,16.3,28.8,20.1,20.2,0.0,47.0,U2525
Moulay Ismail University,moulay ismail university,Morocco,morocco,,16.2,9.6,9.1,40.9,16.5,25.9,71.0,0.0,54.0,U2526
Université Mouloud Mammeri de Tizi-Ouzou,université mouloud mammeri de tizi-ouzou,Algeria,algeria,,16.2,16.8,7.6,6.6,17.2,45.4,20.8,0.0,61.0,U2527
Muroran Institute of Technology,muroran institute of technology,Japan,japan,,16.2,21.7,10.6,22.9,33.5,40.0,20.5,6.0,14.0,U2528
Mustansiriyah University,mustansiriyah university,Iraq,iraq,,16.2,25.3,8.4,16.0,19.1,32.5,6.5,1.0,52.0,U1063
University of Mysore,university of mysore,India,india,,16.2,28.2,9.0,23.2,22.3,42.3,25.8,8.0,33.0,U2529
Universidad Nacional del Litoral,universidad nacional del litoral,Argentina,argentina,,16.2,12.0,9.4,16.9,24.1,29.2,35.2,0.0,63.0,U1341
Nara Women’s University,nara women’s university,Japan,japan,,16.2,24.3,8.7,17.3,22.4,41.4,8.7,5.0,100.0,U2530
Naresuan University,naresuan university,Thailand,thailand,,16.2,15.8,10.5,14.8,28.3,33.1,18.3,1.0,68.0,U1422
National Aviation University,national aviation university,Ukraine,ukraine,,16.2,22.2,8.7,35.2,16.4,23.8,9.8,5.0,39.0,U2531
National Chiayi University,national chiayi university,Taiwan,taiwan,,16.2,14.4,14.1,21.0,56.7,21.8,22.5,3.0,49.0,U2532
National Chi Nan University,national chi nan university,Taiwan,taiwan,,16.2,20.0,18.4,13.3,72.1,32.1,14.7,9.0,53.0,U2533
National University of Córdoba,national university of córdoba,Argentina,argentina,,16.2,18.0,10.3,20.0,19.4,37.1,16.9,1.0,65.0,U2534
National University of Costa Rica,national university of costa rica,Costa Rica,costa rica,,16.2,21.0,10.0,11.8,21.9,45.0,11.0,3.0,56.0,U2535
National Formosa University,national formosa university,Taiwan,taiwan,,16.2,14.1,11.7,8.4,38.7,18.5,19.5,1.0,22.0,U2536
National Ilan University,national ilan university,Taiwan,taiwan,,16.2,13.9,14.6,23.1,37.1,32.3,23.8,2.0,36.0,U2537
National University of Kaohsiung,national university of kaohsiung,Taiwan,taiwan,,16.2,13.3,16.0,12.1,28.9,30.4,25.0,4.0,41.0,U2538
National University of Life and Environmental Sciences of Ukraine,national university of life and environmental sciences of ukraine,Ukraine,ukraine,,16.2,20.3,8.9,30.1,25.3,25.7,15.2,1.0,45.0,U1423
National University of Medical Sciences (NUMS),national university of medical sciences (nums),Pakistan,pakistan,,16.2,23.1,9.5,9.2,16.2,28.4,4.6,3.0,57.0,U2539
National Research Saratov State University,national research saratov state university,Russian Federation,russian federation,,16.2,26.8,16.1,17.6,39.1,38.0,9.3,11.0,58.0,U0918
National University of San Martín,national university of san martín,Argentina,argentina,,16.2,19.2,10.7,26.9,24.6,45.4,16.3,5.0,60.0,U2540
National Taichung University of Science and Technology,national taichung university of science and technology,Taiwan,taiwan,,16.2,18.2,11.5,27.5,24.1,20.6,12.3,1.0,69.0,U2541
National Taipei University,national taipei university,Taiwan,taiwan,,16.2,20.6,15.1,22.4,23.3,30.5,15.7,6.0,55.0,U1270
National United University,national united university,Taiwan,taiwan,,16.2,13.5,11.7,15.7,41.8,20.5,20.6,1.0,32.0,U2542
NED University of Engineering and Technology,ned university of engineering and technology,Pakistan,pakistan,,16.2,12.7,13.1,19.8,26.3,49.9,24.0,0.0,37.0,U2543
Universitas Negeri Surabaya,universitas negeri surabaya,Indonesia,indonesia,,16.2,13.5,9.0,27.2,15.6,35.0,28.0,1.0,63.0,U2544
Nizhny Novgorod State Technical University,nizhny novgorod state technical university,Russian Federation,russian federation,,16.2,17.6,9.7,10.7,39.6,23.6,14.7,4.0,25.0,U2545
Nnamdi Azikiwe University,nnamdi azikiwe university,Nigeria,nigeria,,16.2,18.3,8.7,23.8,16.0,32.3,15.9,0.0,46.0,U2546
North-Caucasus Federal University,north-caucasus federal university,Russian Federation,russian federation,,16.2,27.8,9.0,9.1,17.4,33.3,8.0,11.0,51.0,U2547
"University of the North, Colombia","university of the north, colombia",Colombia,colombia,,16.2,18.3,13.0,26.0,24.0,52.8,17.3,0.0,52.0,U2548
North-Eastern Federal University,north-eastern federal university,Russian Federation,russian federation,,16.2,24.7,10.1,11.2,17.5,26.5,12.2,4.0,55.0,U2549
Northern (Arctic) Federal University named after M.V. Lomonosov,northern (arctic) federal university named after m.v. lomonosov,Russian Federation,russian federation,,16.2,20.3,11.1,7.7,19.7,31.9,14.9,9.0,48.0,U2550
North-Western State Medical University named after I.I. Mechnikov,north-western state medical university named after i.i. mechnikov,Russian Federation,russian federation,,16.2,26.0,9.8,7.7,17.1,29.7,5.4,11.0,68.0,U2551
Nosov Magnitogorsk State Technical University,nosov magnitogorsk state technical university,Russian Federation,russian federation,,16.2,18.0,9.8,10.0,17.7,21.0,13.4,4.0,49.0,U2552
Universidade Nove de Julho (Uninove),universidade nove de julho (uninove),Brazil,brazil,,16.2,17.9,8.1,9.6,17.5,26.9,23.6,1.0,58.0,U2553
University of Novi Sad,university of novi sad,Serbia,serbia,,16.2,19.0,11.7,29.1,36.4,33.6,15.1,1.0,57.0,U1181
Novosibirsk State Technical University,novosibirsk state technical university,Russian Federation,russian federation,,16.2,20.2,12.4,12.8,23.2,36.1,14.6,17.0,40.0,U1272
Nueva Granada Military University,nueva granada military university,Colombia,colombia,,16.2,21.5,8.0,5.3,15.7,27.7,9.7,0.0,46.0,U2554
Obafemi Awolowo University,obafemi awolowo university,Nigeria,nigeria,,16.2,15.3,12.3,32.0,19.0,37.9,22.5,0.0,45.0,U2555
Ogarev Mordovia State University,ogarev mordovia state university,Russian Federation,russian federation,,16.2,20.2,9.2,5.8,17.2,37.2,11.6,17.0,49.0,U2556
Oita University,oita university,Japan,japan,,16.2,25.8,11.0,20.0,35.3,22.9,8.5,2.0,38.0,U2557
Niğde Ömer Halisdemir University,niğde ömer halisdemir university,Turkey,turkey,,16.2,13.5,9.4,24.5,19.2,27.7,20.1,5.0,80.0,U2558
Omsk State Technical University,omsk state technical university,Russian Federation,russian federation,,16.2,18.4,8.4,7.3,20.0,31.1,14.0,13.0,33.0,U2559
Ondokuz Mayis University,ondokuz mayis university,Turkey,turkey,,16.2,19.0,11.4,22.2,26.8,36.1,18.3,14.0,44.0,U2560
Oran 1 University,oran 1 university,Algeria,algeria,,16.2,30.7,9.0,13.2,17.8,39.7,21.9,1.0,70.0,U2561
Ordu University,ordu university,Turkey,turkey,,16.2,14.0,10.3,19.6,16.7,17.9,18.7,0.0,52.0,U2562
Osaka Institute of Technology,osaka institute of technology,Japan,japan,,16.2,14.8,15.3,20.6,37.3,26.2,35.4,1.0,14.0,U2563
Osaka Medical and Pharmaceutical University,osaka medical and pharmaceutical university,Japan,japan,,16.2,27.7,12.6,23.7,44.4,18.7,5.5,1.0,59.0,U2564
University of Ostrava,university of ostrava,Czech Republic,czech republic,,16.2,19.5,16.3,23.2,18.2,46.2,16.0,9.0,71.0,U1376
Ovidius University of Constanța,ovidius university of constanța,Romania,romania,,16.2,19.4,9.2,9.6,15.9,27.0,12.5,7.0,61.0,U2565
Universitas Padjadjaran,universitas padjadjaran,Indonesia,indonesia,,16.2,28.5,12.2,19.2,23.6,34.3,11.3,1.0,59.0,U0597
Pamukkale University,pamukkale university,Turkey,turkey,,16.2,15.2,9.5,16.7,18.5,20.4,22.0,3.0,44.0,U2566
Universidad Panamericana (UP),universidad panamericana (up),Mexico,mexico,,16.2,23.9,9.1,12.0,16.0,43.9,7.8,2.0,48.0,U0697
University of Pannonia,university of pannonia,Hungary,hungary,,16.2,22.2,15.6,21.5,45.5,37.9,19.5,7.0,48.0,U1377
University of Pardubice,university of pardubice,Czech Republic,czech republic,,16.2,21.1,17.7,17.7,30.0,39.8,13.5,10.0,56.0,U1378
Pavlov First Saint Petersburg State Medical University,pavlov first saint petersburg state medical university,Russian Federation,russian federation,,16.2,29.4,10.7,12.5,25.3,34.4,7.0,14.0,75.0,U2567
Payame Noor University,payame noor university,Iran,iran,,16.2,12.9,9.1,26.1,19.6,21.3,120.3,1.0,60.0,U2568
Pedagogical and Technological University of Colombia,pedagogical and technological university of colombia,Colombia,colombia,,16.2,19.3,7.7,5.2,16.0,35.5,16.0,0.0,54.0,U2569
University of the Peloponnese,university of the peloponnese,Greece,greece,,16.2,16.1,12.6,28.9,29.0,27.8,39.4,1.0,52.0,U2570
Universitas Pendidikan Indonesia,universitas pendidikan indonesia,Indonesia,indonesia,,16.2,19.8,12.1,33.0,16.3,23.9,18.5,1.0,61.0,U1357
Penza State University,penza state university,Russian Federation,russian federation,,16.2,14.3,8.7,7.8,16.3,32.8,17.2,12.0,56.0,U2571
Perm National Research Polytechnic University,perm national research polytechnic university,Russian Federation,russian federation,,16.2,23.7,13.4,9.9,50.0,28.4,10.2,9.0,37.0,U2572
Perm State University,perm state university,Russian Federation,russian federation,,16.2,21.2,12.5,8.2,24.6,23.7,12.0,5.0,59.0,U2573
University of Pernambuco,university of pernambuco,Brazil,brazil,,16.2,16.0,10.3,15.2,18.3,26.4,16.9,0.0,53.0,U2574
Universidad Peruana de Ciencias Aplicadas (UPC),universidad peruana de ciencias aplicadas (upc),Peru,peru,,16.2,13.5,8.7,10.1,15.6,26.5,21.1,1.0,50.0,U2575
University of Phayao,university of phayao,Thailand,thailand,,16.2,14.9,9.4,39.3,16.3,25.9,17.1,0.0,66.0,U2576
Universidad Politécnica Salesiana,universidad politécnica salesiana,Ecuador,ecuador,,16.2,11.6,9.5,13.6,15.8,42.0,24.2,1.0,40.0,U2577
Polytechnic University of Bucharest,polytechnic university of bucharest,Romania,romania,,16.2,19.8,11.4,28.8,29.7,24.2,23.2,4.0,36.0,U2578
Polytechnic University of Timişoara,polytechnic university of timişoara,Romania,romania,,16.2,16.7,10.1,33.9,30.9,22.6,18.7,3.0,38.0,U2579
