university_rank,name_of_university,location,no_of_student,no_of_student_per_staff,international_student,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,university_name_clean,country_clean,rank_numeric,rank_is_banded
82,Emory University,United States,13190.0,4.2,20.0,60 : 40,65.3,54.8,46.0,98.0,48.6,59.8,emory university,united states,82.0,False
82,University of Glasgow,,28540.0,13.5,41.0,59 : 41,65.3,43.3,50.8,96.5,41.9,93.8,university of glasgow,,82.0,False
82,University of Zurich,Switzerland,25003.0,13.7,22.0,56 : 44,65.3,51.5,50.7,87.5,57.6,93.0,university of zurich,switzerland,82.0,False
85,McMaster University,,26403.0,29.0,20.0,56 : 44,65.1,42.7,51.1,94.6,89.9,84.7,mcmaster university,,85.0,False
86,Humboldt University of Berlin,Germany,34399.0,53.2,17.0,,64.9,55.2,64.3,75.6,42.8,70.5,humboldt university of berlin,germany,86.0,False
86,University of Tübingen,Germany,20620.0,27.5,13.0,59 : 41,64.9,51.1,58.2,84.5,79.9,64.1,university of tübingen,germany,86.0,False
88,University of Adelaide,,23102.0,32.8,32.0,49 : 51,64.7,42.7,51.8,92.2,65.3,93.6,university of adelaide,,88.0,False
89,University of Bonn,Germany,27210.0,47.5,17.0,56 : 44,64.6,51.6,56.1,86.0,55.0,68.7,university of bonn,germany,89.0,False
90,Sorbonne University,France,41443.0,13.9,21.0,59 : 41,64.5,58.7,58.3,76.6,40.0,72.3,sorbonne university,france,90.0,False
91,Free University of Berlin,Germany,26497.0,41.9,23.0,62 : 38,64.2,54.2,62.4,74.8,41.7,76.4,free university of berlin,germany,91.0,False
91,Korea Advanced Institute of Science and Technology (KAIST),South Korea,9946.0,10.7,9.0,21 : 79,64.2,64.5,66.0,65.7,100.0,38.2,korea advanced institute of science and technology,south korea,91.0,False
93,Université Paris-Saclay,France,44443.0,14.9,19.0,49 : 51,63.9,56.7,55.2,79.1,54.6,69.7,université parissaclay,france,93.0,False
94,University of Bern,Switzerland,11728.0,17.2,17.0,58 : 42,63.7,46.0,46.5,90.7,86.3,88.2,university of bern,switzerland,94.0,False
95,"University of California, Irvine",United States,36655.0,16.9,28.0,52 : 48,63.6,43.5,51.6,93.6,59.4,73.2,university of california irvine,united states,95.0,False
95,Institut Polytechnique de Paris,France,5999.0,6.7,41.0,24 : 76,63.6,58.5,58.8,64.8,72.7,95.6,institut polytechnique de paris,france,95.0,False
95,Nanjing University,China,36426.0,16.5,8.0,54 : 46,63.6,58.4,58.2,74.3,87.3,55.2,nanjing university,china,95.0,False
98,Vanderbilt University,United States,12696.0,3.8,15.0,55 : 45,63.5,49.5,47.5,96.5,66.7,50.6,vanderbilt university,united states,98.0,False
99,City University of Hong Kong,,9099.0,12.1,62.0,54 : 46,63.4,47.2,53.0,79.9,76.6,99.6,city university of hong kong,,99.0,False
99,RWTH Aachen University,Germany,39738.0,50.0,28.0,33 : 67,63.4,56.8,64.5,66.1,93.8,65.1,rwth aachen university,germany,99.0,False
101,University of Basel,Switzerland,8632.0,10.9,30.0,57 : 43,63.0,47.0,44.1,86.5,99.2,96.8,university of basel,switzerland,101.0,False
101,King Abdulaziz University,,31545.0,7.8,22.0,54 : 46,63.0,51.7,36.7,91.9,74.2,93.6,king abdulaziz university,,101.0,False
101,University of Minnesota,United States,61009.0,12.0,10.0,54 : 46,63.0,55.1,56.9,81.2,77.8,41.7,university of minnesota,united states,101.0,False
104,"University of Maryland, College Park",United States,33775.0,16.5,11.0,49 : 51,62.9,48.1,57.7,89.7,40.0,42.6,university of maryland college park,united states,104.0,False
104,University of Warwick,,23230.0,13.1,44.0,50 : 50,62.9,44.8,49.6,88.1,42.7,94.9,university of warwick,,104.0,False
106,Michigan State University,United States,45465.0,16.0,13.0,52 : 48,62.8,56.2,55.6,78.8,39.9,61.9,michigan state university,united states,106.0,False
107,Ghent University,Belgium,39437.0,35.6,12.0,57 : 43,62.7,48.6,60.1,77.8,80.0,63.9,ghent university,belgium,107.0,False
108,University of Birmingham,United Kingdom,31820.0,15.0,34.0,58 : 42,62.6,40.5,46.2,95.2,42.3,92.2,university of birmingham,united kingdom,108.0,False
108,University of Southampton,United Kingdom,21175.0,13.7,39.0,53 : 47,62.6,41.4,47.5,92.3,44.1,94.6,university of southampton,united kingdom,108.0,False
110,University of Helsinki,Finland,23059.0,15.8,5.0,67 : 33,62.5,45.9,58.5,86.6,39.1,57.0,university of helsinki,finland,110.0,False
111,University of Montreal,,38189.0,20.8,22.0,,62.3,50.9,53.2,75.8,76.5,85.5,university of montreal,,111.0,False
112,Ohio State University (Main campus),United States,55814.0,11.8,13.0,51 : 49,62.2,53.0,51.2,83.4,55.3,60.3,ohio state university,united states,112.0,False
113,University of Freiburg,Germany,20253.0,37.2,17.0,53 : 47,61.9,47.8,52.8,80.8,96.2,67.3,university of freiburg,germany,113.0,False
114,University of Copenhagen,Denmark,31519.0,4.2,16.0,62 : 38,61.7,45.1,47.5,87.2,55.0,84.7,university of copenhagen,denmark,114.0,False
114,Université Paris Cité,,62747.0,17.0,19.0,65 : 35,61.7,51.5,44.8,89.3,37.3,68.3,université paris cité,,114.0,False
114,University of Sheffield,,27465.0,14.5,41.0,53 : 47,61.7,43.6,46.4,89.5,47.4,88.5,university of sheffield,,114.0,False
117,Aarhus University,Denmark,26475.0,13.5,10.0,55 : 45,61.2,40.6,60.0,77.6,74.1,77.9,aarhus university,denmark,117.0,False
118,University of Alberta,Canada,32338.0,21.6,28.0,,61.1,48.8,52.7,72.9,82.7,89.2,university of alberta,canada,118.0,False
119,University of Göttingen,Germany,30221.0,26.0,14.0,52 : 48,61.0,46.3,53.8,83.9,40.1,63.0,university of göttingen,germany,119.0,False
119,Lund University,Sweden,28545.0,11.5,18.0,55 : 45,61.0,40.5,55.5,81.0,79.5,78.5,lund university,sweden,119.0,False
121,Vrije Universiteit Amsterdam,Netherlands,29796.0,19.8,16.0,56 : 44,60.9,38.4,52.2,87.5,59.1,79.4,vrije universiteit amsterdam,netherlands,121.0,False
122,Lancaster University,United Kingdom,14380.0,12.8,39.0,51 : 49,60.8,38.7,40.0,96.9,38.3,94.9,lancaster university,united kingdom,122.0,False
123,Dartmouth College,United States,6440.0,7.8,15.0,49 : 51,60.7,59.8,40.4,88.2,40.0,42.0,dartmouth college,united states,123.0,False
124,Queen Mary University of London,United Kingdom,20505.0,13.1,46.0,55 : 45,60.4,34.3,41.3,97.7,44.0,97.1,queen mary university of london,united kingdom,124.0,False
124,University of Vienna,Austria,35929.0,42.9,29.0,66 : 34,60.4,49.4,59.3,65.1,44.8,95.8,university of vienna,austria,124.0,False
126,University of Oslo,Norway,21548.0,13.3,15.0,66 : 34,60.2,40.1,48.5,89.0,44.5,77.0,university of oslo,norway,126.0,False
127,Purdue University West Lafayette,United States,44551.0,16.9,20.0,44 : 56,60.1,55.9,64.2,56.9,67.8,71.1,purdue university west lafayette,united states,127.0,False
128,University of Hamburg,Germany,30676.0,61.5,12.0,58 : 42,59.8,46.5,54.4,75.4,96.1,60.4,university of hamburg,germany,128.0,False
128,University of Leeds,United Kingdom,33990.0,14.6,36.0,60 : 40,59.8,46.0,47.8,79.3,40.5,91.8,university of leeds,united kingdom,128.0,False
130,University of Nottingham,United Kingdom,32875.0,15.1,31.0,54 : 46,59.6,41.8,44.1,86.6,41.7,90.4,university of nottingham,united kingdom,130.0,False
131,University of Antwerp,Belgium,15857.0,32.2,17.0,56 : 44,59.4,36.4,46.2,90.4,83.5,71.8,university of antwerp,belgium,131.0,False
131,The University of Western Australia,Australia,18405.0,21.3,28.0,49 : 51,59.4,34.9,48.1,85.6,69.2,94.4,the university of western australia,australia,131.0,False
133,University of Technology Sydney,,27481.0,35.1,31.0,50 : 50,59.3,36.9,42.1,90.5,49.7,96.0,university of technology sydney,,133.0,False
134,Case Western Reserve University,United States,10934.0,8.2,20.0,51 : 49,59.0,48.4,40.6,90.7,43.4,52.9,case western reserve university,united states,134.0,False
135,University of Lausanne,Switzerland,13401.0,10.2,23.0,,58.7,35.8,47.6,83.0,72.3,92.3,university of lausanne,switzerland,135.0,False
136,Georgetown University,United States,16074.0,8.0,19.0,54 : 46,58.6,55.5,35.0,88.0,54.0,49.1,georgetown university,united states,136.0,False
137,University of Exeter,United Kingdom,24165.0,15.9,29.0,53 : 47,58.5,32.4,41.3,94.8,39.2,92.7,university of exeter,united kingdom,137.0,False
137,University of Ottawa,,36670.0,26.0,24.0,58 : 42,58.5,41.7,45.4,82.6,51.0,84.1,university of ottawa,,137.0,False
139,University of Auckland,New Zealand,33093.0,22.1,32.0,56 : 44,58.4,36.8,44.3,85.4,56.4,94.3,university of auckland,new zealand,139.0,False
139,Newcastle University,,25590.0,15.1,29.0,52 : 48,58.4,33.3,40.0,96.0,41.8,87.8,newcastle university,,139.0,False
139,Radboud University Nijmegen,,21979.0,17.6,13.0,56 : 44,58.4,34.9,51.6,85.5,48.0,74.7,radboud university nijmegen,,139.0,False
139,University of Würzburg,Germany,23754.0,40.7,10.0,58 : 42,58.4,40.7,45.2,87.8,79.4,57.3,university of würzburg,germany,139.0,False
139,University of York,United Kingdom,17665.0,14.4,28.0,56 : 44,58.4,39.3,44.0,85.9,38.4,88.7,university of york,united kingdom,139.0,False
144,University of Pittsburgh-Pittsburgh campus,United States,26575.0,5.5,11.0,55 : 45,58.3,46.2,42.9,90.6,44.2,43.4,university of pittsburghpittsburgh campus,united states,144.0,False
145,Maastricht University,Netherlands,19909.0,18.6,56.0,60 : 40,58.2,38.4,49.6,75.5,73.2,98.1,maastricht university,netherlands,145.0,False
146,University of Cologne,Germany,33341.0,30.4,16.0,,58.0,44.5,46.5,80.0,77.3,64.4,university of cologne,germany,146.0,False
147,Rice University,United States,7068.0,9.2,28.0,43 : 57,57.9,46.5,39.7,84.4,44.5,75.3,rice university,united states,147.0,False
148,University of Colorado Boulder,United States,34928.0,16.0,8.0,45 : 55,57.8,45.6,46.3,85.5,44.6,45.6,university of colorado boulder,united states,148.0,False
148,Ulm University,Germany,10271.0,26.2,13.0,51 : 49,57.8,41.6,41.2,89.3,77.6,56.1,ulm university,germany,148.0,False
148,Uppsala University,Sweden,25548.0,15.3,17.0,62 : 38,57.8,37.6,55.7,75.2,71.5,72.6,uppsala university,sweden,148.0,False
151,University of Florida,United States,46807.0,16.1,8.0,56 : 44,57.7,55.0,58.7,64.2,51.4,41.4,university of florida,united states,151.0,False
151,Penn State (Main campus),United States,46863.0,14.0,16.0,47 : 53,57.7,47.8,53.8,75.2,41.6,48.3,penn state,united states,151.0,False
151,Tufts University,United States,11399.0,10.0,16.0,56 : 44,57.7,47.1,36.7,92.2,43.4,51.4,tufts university,united states,151.0,False
154,University of Rochester,United States,10364.0,7.7,36.0,50 : 50,57.6,42.0,40.5,87.0,49.3,73.8,university of rochester,united states,154.0,False
155,KTH Royal Institute of Technology,Sweden,13329.0,16.4,20.0,34 : 66,57.5,43.5,53.8,68.4,68.1,81.1,kth royal institute of technology,sweden,155.0,False
156,Arizona State University (Tempe),,50027.0,19.6,17.0,45 : 55,57.4,44.8,47.9,79.6,40.2,62.5,arizona state university,,156.0,False
156,Technical University of Berlin,Germany,20243.0,48.1,27.0,35 : 65,57.4,48.8,55.7,62.0,92.6,67.8,technical university of berlin,germany,156.0,False
156,TU Dresden,Germany,30382.0,30.8,16.0,45 : 55,57.4,48.8,50.7,69.1,92.4,60.5,tu dresden,germany,156.0,False
156,University of Virginia (Main campus),United States,25810.0,9.0,13.0,53 : 47,57.4,48.1,39.8,86.6,45.8,52.5,university of virginia,united states,156.0,False
160,University of Cape Town,,21069.0,12.8,15.0,54 : 46,57.2,33.9,43.8,88.7,53.3,78.8,university of cape town,,160.0,False
161,University of Bologna,,69831.0,24.4,12.0,56 : 44,57.0,52.1,40.8,80.2,46.4,51.6,university of bologna,,161.0,False
161,Trinity College Dublin,,17764.0,21.0,28.0,60 : 40,57.0,36.0,47.3,79.4,47.1,93.7,trinity college dublin,,161.0,False
163,University of Leicester,United Kingdom,14650.0,14.1,34.0,54 : 46,56.9,31.4,32.9,98.7,41.9,92.5,university of leicester,united kingdom,163.0,False
163,Pohang University of Science and Technology (POSTECH),,3260.0,10.0,3.0,,56.9,54.7,51.4,67.7,96.2,31.8,pohang university of science and technology,,163.0,False
166,Southern University of Science and Technology (SUSTech),,5137.0,8.8,1.0,,56.8,29.8,42.9,95.5,77.9,59.0,southern university of science and technology,,166.0,False
166,Technical University of Denmark,Denmark,9599.0,6.9,26.0,32 : 68,56.8,40.4,44.9,73.2,86.0,94.0,technical university of denmark,denmark,166.0,False
168,Medical University of Graz,Austria,3722.0,14.1,27.0,53 : 47,56.6,29.4,34.4,96.8,98.1,79.0,medical university of graz,austria,168.0,False
168,"Northeastern University, US",United States,21211.0,14.6,36.0,48 : 52,56.6,39.9,30.2,96.2,40.1,76.3,northeastern university us,united states,168.0,False
170,Indiana University,United States,66637.0,12.6,13.0,53 : 47,56.5,45.5,39.4,85.5,53.6,54.3,indiana university,united states,170.0,False
170,Université Catholique de Louvain,Belgium,24523.0,36.0,20.0,54 : 46,56.5,39.9,50.4,72.8,57.7,82.3,université catholique de louvain,belgium,170.0,False
170,Sungkyunkwan University (SKKU),,23399.0,19.4,18.0,,56.5,52.8,54.0,59.4,98.3,56.4,sungkyunkwan university,,170.0,False
173,Wuhan University,China,55412.0,15.2,6.0,,56.4,43.5,40.5,89.2,69.4,35.3,wuhan university,china,173.0,False
174,Ulsan National Institute of Science and Technology (UNIST),,3896.0,13.6,9.0,27 : 73,56.3,41.3,42.0,85.9,89.9,43.7,ulsan national institute of science and technology,,174.0,False
175,Macquarie University,Australia,30561.0,69.0,27.0,52 : 48,56.2,38.7,44.6,76.1,64.9,89.8,macquarie university,australia,175.0,False
176,Huazhong University of Science and Technology,China,57167.0,16.2,4.0,,56.1,42.2,42.6,88.8,83.2,25.5,huazhong university of science and technology,china,176.0,False
176,University of Liverpool,,26350.0,14.2,36.0,55 : 45,56.1,33.2,37.7,89.4,39.6,94.1,university of liverpool,,176.0,False
176,Stockholm University,Sweden,30365.0,20.7,7.0,,56.1,29.7,50.4,87.1,38.3,66.3,stockholm university,sweden,176.0,False
179,University of Mannheim,Germany,7684.0,58.2,13.0,,56.0,40.0,48.2,79.0,61.0,57.4,university of mannheim,germany,179.0,False
180,University of Arizona,United States,39797.0,17.0,9.0,54 : 46,55.9,45.8,47.0,78.7,52.1,41.3,university of arizona,united states,180.0,False
181,Texas A&M University,United States,62931.0,21.3,8.0,47 : 53,55.8,50.2,54.8,63.2,45.1,56.0,texas am university,united states,181.0,False
182,University of Barcelona,Spain,45004.0,15.8,11.0,63 : 37,55.7,33.1,43.4,89.9,50.2,59.9,university of barcelona,spain,182.0,False
183,Autonomous University of Barcelona,Spain,31933.0,12.7,16.0,60 : 40,55.6,35.1,38.8,91.1,43.0,67.1,autonomous university of barcelona,spain,183.0,False
183,Scuola Normale Superiore di Pisa,Italy,629.0,7.6,13.0,28 : 72,55.6,56.7,36.5,74.8,38.2,56.4,scuola normale superiore di pisa,italy,183.0,False
185,University of Münster,Germany,28014.0,25.4,7.0,,55.5,43.4,43.9,81.4,48.9,49.2,university of münster,germany,185.0,False
186,Pompeu Fabra University,Spain,11965.0,22.4,13.0,60 : 40,55.4,32.6,39.4,91.5,46.2,68.9,pompeu fabra university,spain,186.0,False
187,Cardiff University,,27105.0,14.3,28.0,59 : 41,55.2,31.1,38.9,88.5,41.5,88.3,cardiff university,,187.0,False
187,National Taiwan University (NTU),,25215.0,11.4,11.0,42 : 58,55.2,50.2,55.5,60.1,75.1,47.2,national taiwan university,,187.0,False
189,Friedrich Schiller University Jena,Germany,16446.0,20.6,14.0,,55.0,42.4,39.9,81.3,49.7,62.8,friedrich schiller university jena,germany,189.0,False
189,Karlsruhe Institute of Technology,Germany,22673.0,21.6,20.0,29 : 71,55.0,46.7,54.2,57.8,89.7,68.6,karlsruhe institute of technology,germany,189.0,False
191,University of Massachusetts,United States,63338.0,13.2,14.0,49 : 51,54.9,41.2,33.5,87.8,51.7,65.0,university of massachusetts,united states,191.0,False
192,University of Aberdeen,United Kingdom,13205.0,16.2,44.0,58 : 42,54.8,30.7,34.1,89.8,47.5,95.9,university of aberdeen,united kingdom,192.0,False
192,"University of California, Santa Cruz",United States,19266.0,22.6,14.0,47 : 53,54.8,32.6,33.3,95.9,46.2,67.9,university of california santa cruz,united states,192.0,False
194,Medical University of Vienna,Austria,7274.0,8.4,33.0,50 : 50,54.6,35.0,27.6,94.0,61.2,81.7,medical university of vienna,austria,194.0,False
194,University of Miami,United States,17009.0,10.8,16.0,53 : 47,54.6,48.4,33.5,81.0,48.3,60.2,university of miami,united states,194.0,False
196,University of Erlangen-Nuremberg,Germany,30303.0,43.4,13.0,51 : 49,54.5,44.6,47.5,68.8,90.7,53.5,university of erlangennuremberg,germany,196.0,False
196,Sichuan University,China,49543.0,15.8,6.0,,54.5,57.1,58.6,48.6,93.4,38.7,sichuan university,china,196.0,False
198,Durham University,United Kingdom,18425.0,14.1,35.0,54 : 46,54.4,40.0,44.6,70.0,39.4,94.3,durham university,united kingdom,198.0,False
198,Queen’s University Belfast,,19060.0,15.8,39.0,57 : 43,54.4,31.1,37.9,84.4,41.6,97.4,queens university belfast,,198.0,False
198,University of Reading,United Kingdom,15720.0,16.4,32.0,56 : 44,54.4,36.5,39.6,78.5,42.2,93.3,university of reading,united kingdom,198.0,False
201–250,Aalto University,Finland,13306.0,19.7,21.0,38 : 62,,38.3,40.4,67.5,53.2,81.9,aalto university,finland,225.5,True
201–250,University of Bergen,Norway,15202.0,12.8,10.0,60 : 40,,30.2,32.7,85.7,41.7,76.4,university of bergen,norway,225.5,True
201–250,Bielefeld University,Germany,24875.0,66.6,7.0,58 : 42,,33.1,42.4,84.2,42.9,48.5,bielefeld university,germany,225.5,True
201–250,University of Calgary,Canada,33560.0,18.7,21.0,54 : 46,,36.8,40.2,75.9,61.6,79.9,university of calgary,canada,225.5,True
201–250,Curtin University,,29999.0,20.8,31.0,52 : 48,,26.5,33.5,83.0,48.5,95.2,curtin university,,225.5,True
201–250,University of Dundee,United Kingdom,13630.0,18.3,27.0,64 : 36,,25.8,30.5,90.3,49.5,85.4,university of dundee,united kingdom,225.5,True
201–250,University of East Anglia,,15940.0,13.3,25.0,58 : 42,,27.0,29.7,95.0,37.7,86.4,university of east anglia,,225.5,True
201–250,Eindhoven University of Technology,Netherlands,10240.0,21.0,24.0,,,45.5,49.8,55.5,99.2,86.4,eindhoven university of technology,netherlands,225.5,True
201–250,University of Geneva,Switzerland,19078.0,8.7,40.0,62 : 38,,34.7,35.4,81.8,48.2,98.6,university of geneva,switzerland,225.5,True
201–250,George Washington University,United States,22298.0,12.9,15.0,62 : 38,,47.0,32.8,83.2,38.7,56.9,george washington university,united states,225.5,True
201–250,University of Gothenburg,Sweden,20891.0,10.7,12.0,,,29.3,43.6,87.9,47.1,65.1,university of gothenburg,sweden,225.5,True
201–250,University of Hohenheim,Germany,8714.0,39.7,14.0,58 : 42,,33.6,32.2,95.2,49.6,55.8,university of hohenheim,germany,225.5,True
201–250,Humanitas University,,1823.0,19.0,18.0,59 : 41,,28.3,28.8,99.7,39.4,62.9,humanitas university,,225.5,True
201–250,King Fahd University of Petroleum and Minerals,Saudi Arabia,7268.0,8.6,10.0,2 : 98,,31.4,35.9,80.3,91.8,76.7,king fahd university of petroleum and minerals,saudi arabia,225.5,True
201–250,University of Konstanz,Germany,5758.0,24.2,12.0,60 : 40,,42.0,46.4,62.9,62.6,67.9,university of konstanz,germany,225.5,True
201–250,Korea University,,22507.0,15.8,27.0,,,46.8,48.7,61.5,95.3,55.8,korea university,,225.5,True
201–250,Université Libre de Bruxelles,Belgium,28290.0,49.3,31.0,57 : 43,,32.6,44.1,77.3,44.8,88.9,université libre de bruxelles,belgium,225.5,True
201–250,University of Luxembourg,Luxembourg,5185.0,19.3,51.0,53 : 47,,38.2,39.8,64.5,51.2,99.4,university of luxembourg,luxembourg,225.5,True
201–250,University of Macau,,10460.0,15.4,39.0,55 : 45,,31.6,36.0,78.5,44.2,99.3,university of macau,,225.5,True
201–250,Macau University of Science and Technology,,11993.0,38.1,91.0,57 : 43,,35.4,30.7,79.2,50.1,99.7,macau university of science and technology,,225.5,True
201–250,Medical University of Innsbruck,Austria,3244.0,12.9,43.0,54 : 46,,29.9,30.2,88.8,95.3,88.4,medical university of innsbruck,austria,225.5,True
201–250,University of Newcastle,Australia,24363.0,29.5,18.0,57 : 43,,30.0,35.8,79.3,61.9,84.3,university of newcastle,australia,225.5,True
201–250,University of Notre Dame,United States,12401.0,10.9,13.0,46 : 54,,51.0,40.5,67.7,39.7,59.3,university of notre dame,united states,225.5,True
201–250,University of Padua,Italy,48524.0,29.3,8.0,55 : 45,,47.2,36.5,80.9,46.4,49.3,university of padua,italy,225.5,True
201–250,University of Potsdam,Germany,14993.0,39.6,14.0,57 : 43,,39.2,44.6,70.4,60.2,59.6,university of potsdam,germany,225.5,True
201–250,Qatar University,Qatar,9084.0,8.8,35.0,77 : 23,,27.0,38.7,79.6,61.4,98.9,qatar university,qatar,225.5,True
201–250,Queensland University of Technology,,35278.0,37.9,17.0,53 : 47,,29.2,39.7,86.0,50.1,83.9,queensland university of technology,,225.5,True
201–250,RCSI University of Medicine and Health Sciences,,2563.0,24.2,70.0,,,31.4,37.3,76.9,50.7,94.7,rcsi university of medicine and health sciences,,225.5,True
201–250,Rutgers University – New Brunswick,United States,46158.0,10.9,17.0,53 : 47,,43.5,43.6,73.0,43.1,53.9,rutgers university new brunswick,united states,225.5,True
201–250,"St George’s, University of London",United Kingdom,3490.0,13.2,20.0,64 : 36,,20.4,28.3,99.9,40.5,74.9,st georges university of london,united kingdom,225.5,True
201–250,Sant’Anna School of Advanced Studies – Pisa,,1100.0,14.0,19.0,41 : 59,,43.3,40.2,69.4,81.0,56.7,santanna school of advanced studies pisa,,225.5,True
201–250,University of São Paulo,Brazil,82010.0,15.9,4.0,47 : 53,,54.5,61.5,43.3,43.0,37.2,university of são paulo,brazil,225.5,True
201–250,Sapienza University of Rome,Italy,72604.0,28.2,10.0,60 : 40,,52.4,44.9,67.7,53.0,43.5,sapienza university of rome,italy,225.5,True
201–250,Semmelweis University,,9860.0,12.2,34.0,69 : 31,,44.7,18.0,87.9,43.3,77.1,semmelweis university,,225.5,True
201–250,University of South Florida,United States,39907.0,18.6,13.0,,,31.1,36.9,85.1,85.0,56.2,university of south florida,united states,225.5,True
201–250,University of St Andrews,United Kingdom,9770.0,12.3,47.0,59 : 41,,40.0,41.4,67.8,38.9,94.9,university of st andrews,united kingdom,225.5,True
201–250,University of Surrey,United Kingdom,14960.0,16.9,36.0,53 : 47,,31.3,33.9,79.5,45.8,94.8,university of surrey,united kingdom,225.5,True
201–250,University of Sussex,United Kingdom,17790.0,17.4,37.0,55 : 45,,28.0,34.2,89.0,39.0,93.1,university of sussex,united kingdom,225.5,True
201–250,Università della Svizzera italiana,Switzerland,3266.0,12.5,66.0,47 : 53,,28.0,23.3,91.4,55.7,99.5,università della svizzera italiana,switzerland,225.5,True
201–250,University of Tartu,,9235.0,12.0,13.0,68 : 32,,26.8,33.1,92.4,45.6,65.4,university of tartu,,225.5,True
201–250,Tel Aviv University,Israel,23834.0,23.0,7.0,57 : 43,,39.4,51.2,72.0,43.8,56.0,tel aviv university,israel,225.5,True
201–250,Tohoku University,Japan,17812.0,12.4,14.0,28 : 72,,59.1,62.3,36.8,94.5,51.1,tohoku university,japan,225.5,True
201–250,University College Dublin,Ireland,23361.0,21.3,31.0,,,32.6,40.3,73.9,46.9,94.2,university college dublin,ireland,225.5,True
201–250,Vita-Salute San Raffaele University,Italy,3560.0,15.1,5.0,61 : 39,,37.6,27.8,99.7,38.2,45.2,vitasalute san raffaele university,italy,225.5,True
201–250,Vrije Universiteit Brussel,Belgium,14284.0,33.6,23.0,57 : 43,,36.6,43.6,67.4,60.1,77.3,vrije universiteit brussel,belgium,225.5,True
201–250,University of Waterloo,Canada,34306.0,23.2,23.0,48 : 52,,36.8,46.4,71.0,47.3,87.5,university of waterloo,canada,225.5,True
201–250,Western University,,29747.0,29.5,22.0,56 : 44,,40.7,42.1,67.9,79.9,85.6,western university,,225.5,True
201–250,Western Sydney University,Australia,36033.0,40.3,22.0,58 : 42,,25.8,31.7,87.6,44.1,87.9,western sydney university,australia,225.5,True
201–250,University of Wollongong,Australia,17440.0,29.1,27.0,54 : 46,,31.4,38.2,74.8,57.2,94.0,university of wollongong,australia,225.5,True
251–300,Aalborg University,Denmark,16818.0,14.7,14.0,,,29.5,43.3,73.2,51.5,76.4,aalborg university,denmark,275.5,True
251–300,Auckland University of Technology,,18837.0,17.3,49.0,59 : 41,,20.8,21.3,97.4,39.4,96.4,auckland university of technology,,275.5,True
251–300,Australian Catholic University,Australia,23728.0,39.1,15.0,75 : 25,,18.3,25.9,98.3,38.4,79.9,australian catholic university,australia,275.5,True
251–300,University of Bath,United Kingdom,14955.0,15.4,34.0,46 : 54,,32.2,33.8,73.8,39.9,93.4,university of bath,united kingdom,275.5,True
251–300,Beijing Normal University,China,24416.0,14.3,10.0,,,50.7,43.8,59.5,64.3,41.4,beijing normal university,china,275.5,True
251–300,Bond University,Australia,3214.0,10.9,39.0,54 : 46,,21.6,21.8,99.9,38.3,81.8,bond university,australia,275.5,True
251–300,Boston College,United States,12755.0,14.5,12.0,54 : 46,,48.6,31.5,74.9,37.4,48.5,boston college,united states,275.5,True
251–300,Bournemouth University,United Kingdom,13825.0,18.6,21.0,53 : 47,,32.6,20.7,88.4,37.5,84.0,bournemouth university,united kingdom,275.5,True
251–300,Brighton and Sussex Medical School,United Kingdom,1015.0,20.3,17.0,60 : 40,,15.7,25.4,99.8,36.9,81.1,brighton and sussex medical school,united kingdom,275.5,True
251–300,"University of California, Riverside",United States,24515.0,18.6,14.0,53 : 47,,33.0,32.7,81.4,41.7,65.3,university of california riverside,united states,275.5,True
251–300,University of Canberra,Australia,10785.0,35.5,26.0,,,20.0,32.0,92.6,43.0,88.1,university of canberra,australia,275.5,True
251–300,Chalmers University of Technology,Sweden,9513.0,13.8,19.0,32 : 68,,34.9,44.5,64.4,66.0,77.4,chalmers university of technology,sweden,275.5,True
251–300,"China Medical University, Taiwan",Taiwan,7284.0,15.5,9.0,56 : 44,,24.1,32.0,92.8,93.1,47.6,china medical university taiwan,taiwan,275.5,True
251–300,Copenhagen Business School,Denmark,16547.0,27.7,24.0,48 : 52,,21.5,31.0,90.9,43.9,93.6,copenhagen business school,denmark,275.5,True
251–300,Deakin University,Australia,43080.0,33.9,25.0,58 : 42,,25.0,33.0,83.2,44.6,88.7,deakin university,australia,275.5,True
251–300,University of Duisburg-Essen,Germany,41618.0,43.7,19.0,49 : 51,,34.0,35.5,79.9,64.5,60.9,university of duisburgessen,germany,275.5,True
251–300,Heinrich Heine University Düsseldorf,Germany,29365.0,32.8,12.0,58 : 42,,34.7,32.3,80.1,44.1,59.3,heinrich heine university düsseldorf,germany,275.5,True
251–300,École des Ponts ParisTech,France,1959.0,10.0,37.0,32 : 68,,34.4,29.4,79.5,50.1,83.6,école des ponts paristech,france,275.5,True
251–300,Goethe University Frankfurt,Germany,30082.0,12.7,14.0,58 : 42,,33.7,32.9,76.4,44.8,65.6,goethe university frankfurt,germany,275.5,True
251–300,Griffith University,,35900.0,32.9,17.0,59 : 41,,27.1,35.8,76.4,52.8,83.2,griffith university,,275.5,True
251–300,University of Hawai’i at Mānoa,United States,14628.0,10.7,11.0,56 : 44,,39.8,41.7,66.0,40.4,66.9,university of hawaii at mānoa,united states,275.5,True
251–300,Hebrew University of Jerusalem,Israel,16175.0,11.3,5.0,57 : 43,,42.1,41.8,65.3,42.8,59.5,hebrew university of jerusalem,israel,275.5,True
