university_name,university_name_clean,country_name,country_name_clean,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024
University of Leicester,university of leicester,United Kingdom,united kingdom,,57.25,33.4,34.2,95.5,67.9,95.1,13.9,31.0,54.0
Université Libre de Bruxelles,université libre de bruxelles,Belgium,belgium,,57.25,35.8,45.0,83.5,76.4,89.6,51.7,30.0,58.0
University of Luxembourg,university of luxembourg,Luxembourg,luxembourg,,57.25,39.6,39.4,78.1,63.0,93.2,21.3,49.0,53.0
Medical University of Graz,medical university of graz,Austria,austria,,57.25,32.0,33.5,91.6,94.9,81.9,15.5,29.0,54.0
Medical University of Vienna,medical university of vienna,Austria,austria,,57.25,40.0,28.7,93.5,94.1,81.7,8.4,30.0,54.0
University of Miami,university of miami,United States,united states,,57.25,48.5,34.7,83.2,80.4,67.5,10.4,14.0,54.0
Moscow Institute of Physics and Technology (MIPT),moscow institute of physics and technology (mipt),Russian Federation,russian federation,,57.25,63.5,48.8,55.1,68.6,72.7,11.6,21.0,53.0
Nagoya University,nagoya university,Japan,japan,,57.25,55.3,55.7,54.3,99.5,41.9,13.0,12.0,30.0
University of Newcastle,university of newcastle,Australia,australia,,57.25,33.8,38.8,85.5,76.5,83.4,31.3,16.0,57.0
"Northeastern University, US","northeastern university, us",United States,united states,,57.25,40.2,33.6,93.3,68.9,83.3,14.1,32.0,49.0
University of Padua,university of padua,Italy,italy,,57.25,46.1,38.5,84.1,77.1,53.1,26.5,7.0,56.0
Politecnico di Milano,politecnico di milano,Italy,italy,,57.25,42.9,49.7,71.9,95.3,65.3,25.7,19.0,35.0
Pompeu Fabra University,pompeu fabra university,Spain,spain,,57.25,35.9,38.3,90.5,78.4,74.7,22.7,13.0,61.0
University of Potsdam,university of potsdam,Germany,germany,,57.25,37.3,44.7,80.4,91.0,68.5,38.1,16.0,57.0
Queen’s University Belfast,queen’s university belfast,United Kingdom,united kingdom,,57.25,34.0,38.0,88.7,65.0,98.4,17.2,41.0,57.0
University of Reading,university of reading,United Kingdom,united kingdom,,57.25,37.5,40.6,84.1,70.8,95.5,16.6,31.0,55.0
Rutgers University – New Brunswick,rutgers university – new brunswick,United States,united states,,57.25,46.4,37.2,78.4,80.1,63.7,11.2,17.0,53.0
Sant’Anna School of Advanced Studies – Pisa,sant’anna school of advanced studies – pisa,Italy,italy,,57.25,50.4,39.0,80.1,90.3,60.8,7.4,20.0,37.0
University of São Paulo,university of são paulo,Brazil,brazil,,57.25,59.8,60.7,57.3,68.2,42.5,13.9,2.0,47.0
Southern University of Science and Technology (SUSTech),southern university of science and technology (sustech),China,china,,57.25,32.9,40.8,92.8,60.3,69.3,9.0,1.0,53.0
Sun Yat-sen University,sun yat-sen university,China,china,,57.25,46.6,39.5,83.2,86.2,39.1,15.2,5.0,48.0
University of Sussex,university of sussex,United Kingdom,united kingdom,,57.25,29.7,35.6,92.7,66.1,95.4,17.3,34.0,55.0
Swinburne University of Technology,swinburne university of technology,Australia,australia,,57.25,31.7,34.0,91.3,75.4,85.6,28.5,24.0,42.0
Tel Aviv University,tel aviv university,Israel,israel,,57.25,40.7,49.7,83.0,76.2,52.9,24.2,5.0,57.0
Tianjin University,tianjin university,China,china,,57.25,46.1,47.6,71.4,93.5,55.3,8.9,13.0,53.0
Tilburg University,tilburg university,Netherlands,netherlands,,57.25,32.8,44.9,80.1,82.6,84.5,32.2,21.0,51.0
University College Dublin,university college dublin,Ireland,ireland,,57.25,34.3,41.3,84.0,75.1,88.1,20.7,25.0,53.0
University of Utah,university of utah,United States,united states,,57.25,43.5,38.5,87.0,83.5,40.9,13.3,8.0,50.0
Vrije Universiteit Brussel,vrije universiteit brussel,Belgium,belgium,,57.25,37.8,42.6,80.9,92.4,78.5,35.1,23.0,58.0
Western University,western university,Canada,canada,,57.25,40.2,42.9,75.2,99.6,87.5,33.0,24.0,56.0
University of Wollongong,university of wollongong,Australia,australia,,57.25,36.8,39.3,84.0,91.4,91.7,26.1,22.0,55.0
Abu Dhabi University,abu dhabi university,United Arab Emirates,united arab emirates,,54.45,40.8,30.0,85.8,25.5,97.8,10.9,60.0,51.0
University of Bath,university of bath,United Kingdom,united kingdom,,54.45,34.7,35.1,80.5,65.3,95.0,15.8,31.0,45.0
Beijing Institute of Technology,beijing institute of technology,China,china,,54.45,45.1,44.0,74.7,82.1,36.8,13.4,8.0,53.0
University of Bergen,university of bergen,Norway,norway,,54.45,36.7,33.9,84.2,69.4,76.3,13.0,11.0,61.0
Boston College,boston college,United States,united states,,54.45,43.5,30.5,84.6,60.7,57.8,14.9,10.0,55.0
Brandeis University,brandeis university,United States,united states,,54.45,36.7,28.3,84.6,64.2,81.4,11.6,33.0,59.0
"University of California, Riverside","university of california, riverside",United States,united states,,54.45,35.9,35.4,85.7,70.6,77.0,19.6,14.0,53.0
Deakin University,deakin university,Australia,australia,,54.45,28.3,34.6,91.4,72.2,85.7,32.7,18.0,60.0
University of East Anglia,university of east anglia,United Kingdom,united kingdom,,54.45,31.1,32.0,90.9,51.6,88.7,14.3,21.0,57.0
École Normale Supérieure de Lyon,école normale supérieure de lyon,France,france,,54.45,58.5,46.8,53.9,78.5,68.0,7.9,11.0,43.0
Florida State University,florida state university,United States,united states,,54.45,38.2,38.6,79.4,68.2,58.8,24.6,6.0,58.0
Griffith University,griffith university,Australia,australia,,54.45,30.5,37.8,82.7,74.6,81.8,31.6,15.0,60.0
Heinrich Heine University Düsseldorf,heinrich heine university düsseldorf,Germany,germany,,54.45,36.7,34.5,82.3,82.2,66.8,30.1,13.0,58.0
University of Hohenheim,university of hohenheim,Germany,germany,,54.45,35.0,35.5,85.7,80.5,61.7,37.7,14.0,57.0
Humanitas University,humanitas university,Italy,italy,,54.45,32.3,27.9,98.0,62.8,67.1,17.9,18.0,59.0
Johannes Gutenberg University of Mainz,johannes gutenberg university of mainz,Germany,germany,,54.45,39.5,32.6,82.3,89.0,66.0,24.1,11.0,59.0
Khalifa University,khalifa university,United Arab Emirates,united arab emirates,,54.45,31.7,35.9,78.4,95.6,97.4,9.3,41.0,58.0
King Abdulaziz University,king abdulaziz university,Saudi Arabia,saudi arabia,,54.45,37.8,28.6,90.7,46.1,75.4,13.9,3.0,50.0
University of Konstanz,university of konstanz,Germany,germany,,54.45,39.8,44.4,71.5,97.4,76.4,34.5,11.0,58.0
Kyung Hee University,kyung hee university,South Korea,south korea,,54.45,40.3,40.0,71.0,95.9,71.5,17.6,30.0,56.0
Lappeenranta-Lahti University of Technology LUT,lappeenranta-lahti university of technology lut,Finland,finland,,54.45,33.4,36.7,91.7,65.1,64.2,31.6,14.0,34.0
La Trobe University,la trobe university,Australia,australia,,54.45,28.9,35.4,88.1,73.8,88.2,28.2,29.0,63.0
Université Laval,université laval,Canada,canada,,54.45,40.7,38.7,73.7,94.2,76.2,17.9,16.0,58.0
Linköping University,linköping university,Sweden,sweden,,54.45,28.3,41.3,86.4,92.8,70.7,14.9,15.0,54.0
Loughborough University,loughborough university,United Kingdom,united kingdom,,54.45,36.5,34.4,77.4,70.2,91.5,13.9,25.0,40.0
Macau University of Science and Technology,macau university of science and technology,Macao,macao,,54.45,33.1,34.2,78.9,65.0,94.7,41.8,92.0,57.0
University of Malaya,university of malaya,Malaysia,malaysia,,54.45,43.4,35.4,72.6,52.5,84.7,10.2,22.0,55.0
Medical University of Innsbruck,medical university of innsbruck,Austria,austria,,54.45,33.2,29.3,89.6,98.6,88.3,12.9,44.0,55.0
Nankai University,nankai university,China,china,,54.45,48.8,31.4,85.3,66.5,49.3,11.7,7.0,53.0
North Carolina State University,north carolina state university,United States,united states,,54.45,46.0,41.4,73.3,79.1,61.8,15.9,11.0,49.0
University of Oulu,university of oulu,Finland,finland,,54.45,33.1,38.2,84.1,66.0,59.5,20.8,8.0,55.0
Qatar University,qatar university,Qatar,qatar,,54.45,31.3,35.6,83.4,61.8,96.0,8.4,36.0,77.0
Queen’s University,queen’s university,Canada,canada,,54.45,37.5,38.0,72.3,94.0,76.0,25.9,16.0,58.0
RCSI University of Medicine and Health Sciences,rcsi university of medicine and health sciences,Ireland,ireland,,54.45,32.3,36.6,81.7,76.9,91.6,23.9,67.0,53.0
RMIT University,rmit university,Australia,australia,,54.45,35.5,36.2,83.2,73.2,92.8,24.0,34.0,48.0
Ruhr University Bochum,ruhr university bochum,Germany,germany,,54.45,39.8,46.7,72.2,85.9,60.0,46.7,16.0,50.0
Sejong University,sejong university,South Korea,south korea,,54.45,31.4,34.5,94.0,73.8,68.6,18.9,15.0,51.0
Semmelweis University,semmelweis university,Hungary,hungary,,54.45,45.2,27.8,76.9,66.4,79.9,12.8,37.0,69.0
Simon Fraser University,simon fraser university,Canada,canada,,54.45,28.7,36.7,84.2,83.1,92.9,26.8,31.0,54.0
South China University of Technology,south china university of technology,China,china,,54.45,36.6,38.2,83.2,92.8,44.0,12.6,6.0,38.0
University of Southern Denmark,university of southern denmark,Denmark,denmark,,54.45,29.8,33.5,89.1,91.5,76.9,9.9,13.0,52.0
University of South Florida,university of south florida,United States,united states,,54.45,31.7,36.4,87.6,99.9,66.7,19.0,13.0,53.0
Stony Brook University,stony brook university,United States,united states,,54.45,43.6,29.7,81.4,66.5,78.8,10.5,19.0,54.0
University of Stuttgart,university of stuttgart,Germany,germany,,54.45,44.8,49.5,63.1,99.6,58.9,25.3,20.0,34.0
University of Surrey,university of surrey,United Kingdom,united kingdom,,54.45,31.3,34.5,88.0,73.0,96.8,16.3,33.0,54.0
Università della Svizzera italiana,università della svizzera italiana,Switzerland,switzerland,,54.45,34.8,26.4,84.0,88.3,98.5,14.0,67.0,46.0
Swansea University,swansea university,United Kingdom,united kingdom,,54.45,27.6,30.2,89.7,62.8,89.5,16.8,21.0,47.0
University of Tasmania,university of tasmania,Australia,australia,,54.45,31.6,38.4,82.0,70.5,90.9,22.5,31.0,60.0
Technical University of Darmstadt,technical university of darmstadt,Germany,germany,,54.45,42.4,48.1,62.6,99.8,65.4,37.0,19.0,33.0
TU Wien,tu wien,Austria,austria,,54.45,43.8,44.1,57.6,96.2,86.7,19.0,31.0,32.0
Virginia Polytechnic Institute and State University,virginia polytechnic institute and state university,United States,united states,,54.45,42.5,39.4,78.8,76.7,65.4,18.6,13.0,44.0
Vita-Salute San Raffaele University,vita-salute san raffaele university,Italy,italy,,54.45,34.6,26.9,98.3,66.8,49.8,13.9,5.0,62.0
Xi’an Jiaotong University,xi’an jiaotong university,China,china,,54.45,46.9,48.0,70.0,98.3,37.8,14.7,7.0,35.0
Beihang University,beihang university,China,china,,52.05,42.9,43.5,68.6,94.7,34.5,12.3,4.0,53.0
"Birkbeck, University of London","birkbeck, university of london",United Kingdom,united kingdom,,52.05,34.7,29.7,78.0,63.5,92.4,12.5,41.0,57.0
University of Bremen,university of bremen,Germany,germany,,52.05,39.8,39.0,68.8,67.2,65.0,19.5,13.0,53.0
University at Buffalo,university at buffalo,United States,united states,,52.05,39.9,34.1,76.1,74.8,71.4,17.2,12.0,46.0
Università Cattolica del Sacro Cuore,università cattolica del sacro cuore,Italy,italy,,52.05,35.2,30.0,89.4,74.5,52.3,39.1,7.0,71.0
"China Medical University, Taiwan","china medical university, taiwan",Taiwan,taiwan,,52.05,27.3,32.8,92.4,89.9,49.7,14.7,7.0,57.0
Copenhagen Business School,copenhagen business school,Denmark,denmark,,52.05,21.1,32.3,92.1,43.8,91.5,27.5,23.0,48.0
Dalhousie University,dalhousie university,Canada,canada,,52.05,30.8,31.6,78.9,71.7,89.1,14.7,27.0,54.0
Drexel University,drexel university,United States,united states,,52.05,44.1,26.0,79.6,75.6,62.2,11.0,15.0,51.0
University of Dundee,university of dundee,United Kingdom,united kingdom,,52.05,26.7,32.1,84.9,83.0,91.1,18.1,25.0,65.0
East China Normal University,east china normal university,China,china,,52.05,42.7,35.1,76.3,66.3,56.4,14.1,8.0,64.0
University of Essex,university of essex,United Kingdom,united kingdom,,52.05,30.0,31.8,81.0,57.7,97.4,16.0,41.0,54.0
Flinders University,flinders university,Australia,australia,,52.05,29.2,35.4,78.4,71.0,88.9,29.4,33.0,66.0
University of Galway,university of galway,Ireland,ireland,,52.05,32.9,33.8,76.7,83.0,77.6,26.1,16.0,59.0
Université Grenoble Alpes,université grenoble alpes,France,france,,52.05,42.2,37.9,66.9,69.1,71.6,18.4,17.0,53.0
Hanyang University,hanyang university,South Korea,south korea,,52.05,45.4,40.4,62.0,99.4,66.5,13.2,21.0,53.0
Hebrew University of Jerusalem,hebrew university of jerusalem,Israel,israel,,52.05,46.4,36.3,68.9,71.0,46.8,8.9,5.0,58.0
Hong Kong Baptist University,hong kong baptist university,Hong Kong,hong kong,,52.05,34.0,28.9,77.2,69.6,97.8,10.2,55.0,65.0
University of Innsbruck,university of innsbruck,Austria,austria,,52.05,34.4,33.1,70.3,79.6,94.7,23.7,48.0,55.0
University of Kiel,university of kiel,Germany,germany,,52.05,33.3,33.3,81.6,63.0,62.9,23.9,8.0,54.0
Kyushu University,kyushu university,Japan,japan,,52.05,55.0,47.5,51.2,98.4,48.8,7.7,13.0,28.0
University of Liège,university of liège,Belgium,belgium,,52.05,33.5,38.7,72.7,95.5,73.6,29.2,20.0,58.0
Montpellier University,montpellier university,France,france,,52.05,38.3,35.6,74.7,68.1,68.5,20.5,15.0,55.0
University of Navarra,university of navarra,Spain,spain,,52.05,35.6,30.4,82.3,79.1,74.4,14.3,26.0,54.0
Northwestern Polytechnical University,northwestern polytechnical university,China,china,,52.05,37.4,40.6,74.7,86.7,48.4,14.5,4.0,25.0
Norwegian University of Science and Technology,norwegian university of science and technology,Norway,norway,,52.05,36.0,38.4,74.7,67.8,66.2,15.0,9.0,49.0
Oregon Health and Science University,oregon health and science university,United States,united states,,52.05,39.1,21.3,91.7,86.8,34.6,0.9,3.0,68.0
University of Otago,university of otago,New Zealand,new zealand,,52.05,35.6,35.1,75.8,68.8,81.8,20.6,16.0,61.0
University of Pavia,university of pavia,Italy,italy,,52.05,37.6,32.3,82.7,80.4,50.4,31.5,9.0,54.0
University of Rome II – Tor Vergata,university of rome ii – tor vergata,Italy,italy,,52.05,39.9,33.5,74.3,77.5,66.9,24.0,20.0,58.0
"Royal Holloway, University of London","royal holloway, university of london",United Kingdom,united kingdom,,52.05,31.6,29.3,79.0,63.3,94.6,16.1,31.0,55.0
"St George’s, University of London","st george’s, university of london",United Kingdom,united kingdom,,52.05,23.5,25.8,93.5,66.8,79.5,13.1,18.0,66.0
Sharif University of Technology,sharif university of technology,Iran,iran,,52.05,39.1,37.4,78.3,86.2,37.0,21.8,2.0,26.0
University of South Australia,university of south australia,Australia,australia,,52.05,25.0,36.8,82.5,98.3,83.5,30.2,17.0,60.0
Southeast University,southeast university,China,china,,52.05,39.9,46.3,68.4,90.4,47.6,12.4,4.0,36.0
Stellenbosch University,stellenbosch university,South Africa,south africa,,52.05,33.8,39.5,76.9,89.8,59.9,25.7,7.0,56.0
University of Strathclyde,university of strathclyde,United Kingdom,united kingdom,,52.05,32.4,35.5,71.2,75.5,91.9,16.3,25.0,51.0
Swedish University of Agricultural Sciences,swedish university of agricultural sciences,Sweden,sweden,,52.05,34.7,34.9,78.8,85.4,54.4,4.7,8.0,71.0
Tampere University,tampere university,Finland,finland,,52.05,30.6,38.4,80.9,93.1,49.8,20.7,7.0,55.0
University of Tartu,university of tartu,Estonia,estonia,,52.05,32.8,31.8,86.5,64.1,60.7,9.0,12.0,68.0
Universiti Teknologi Petronas,universiti teknologi petronas,Malaysia,malaysia,,52.05,33.8,37.8,77.7,67.9,77.8,13.1,12.0,37.0
The University of Tennessee-Knoxville,the university of tennessee-knoxville,United States,united states,,52.05,38.0,31.6,84.5,72.9,56.1,17.0,3.0,53.0
University of Turku,university of turku,Finland,finland,,52.05,31.6,34.9,83.3,67.0,52.5,15.7,6.0,63.0
United Arab Emirates University,united arab emirates university,United Arab Emirates,united arab emirates,,52.05,27.0,34.5,83.2,77.4,89.1,12.6,18.0,74.0
University College Cork,university college cork,Ireland,ireland,,52.05,28.3,31.6,82.4,75.9,77.2,21.1,16.0,59.0
Washington State University,washington state university,United States,united states,,52.05,36.9,34.5,74.8,82.9,60.3,18.8,6.0,55.0
Western Sydney University,western sydney university,Australia,australia,,52.05,29.5,31.7,87.7,51.5,87.2,41.8,21.0,59.0
University of the Witwatersrand,university of the witwatersrand,South Africa,south africa,,52.05,33.0,42.9,72.4,81.3,76.3,24.4,7.0,57.0
Xiamen University,xiamen university,China,china,,52.05,38.0,33.5,83.7,72.1,38.4,15.1,2.0,53.0
Aix-Marseille University,aix-marseille university,France,france,,50.05,43.0,27.2,71.9,63.2,76.3,17.3,14.0,60.0
Amirkabir University of Technology,amirkabir university of technology,Iran,iran,,50.05,34.8,33.7,77.0,85.1,38.8,20.2,3.0,35.0
Autonomous University of Madrid,autonomous university of madrid,Spain,spain,,50.05,38.7,29.9,76.3,65.4,60.9,13.4,15.0,62.0
University of Bayreuth,university of bayreuth,Germany,germany,,50.05,38.0,40.8,65.0,83.4,67.7,24.5,14.0,46.0
University of Bordeaux,university of bordeaux,France,france,,50.05,37.2,29.9,72.5,66.7,66.6,21.7,14.0,60.0
Brunel University London,brunel university london,United Kingdom,united kingdom,,50.05,25.2,26.5,80.7,60.1,98.4,17.9,40.0,47.0
University of Campinas,university of campinas,Brazil,brazil,,50.05,50.0,45.5,54.0,65.5,40.4,18.9,3.0,46.0
University of Canberra,university of canberra,Australia,australia,,50.05,24.1,31.6,82.4,40.8,88.3,34.4,23.0,56.0
Chongqing University,chongqing university,China,china,,50.05,32.8,38.2,75.9,79.6,42.0,20.1,2.0,53.0
"City, University of London","city, university of london",United Kingdom,united kingdom,,50.05,27.4,30.9,78.6,61.8,95.5,19.5,45.0,58.0
University of Colorado Denver/Anschutz Medical Campus,university of colorado denver/anschutz medical campus,United States,united states,,50.05,33.4,23.7,93.7,73.4,36.9,4.5,7.0,58.0
University of Connecticut,university of connecticut,United States,united states,,50.05,41.2,30.2,72.8,68.7,64.6,13.1,11.0,53.0
Daegu Gyeongbuk Institute of Science and Technology (DGIST),daegu gyeongbuk institute of science and technology (dgist),South Korea,south korea,,50.05,48.8,38.9,64.8,78.1,34.5,6.3,4.0,36.0
Edith Cowan University,edith cowan university,Australia,australia,,50.05,23.7,26.2,86.9,69.2,87.6,29.8,24.0,62.0
University of Electronic Science and Technology of China,university of electronic science and technology of china,China,china,,50.05,34.8,35.2,80.9,85.5,33.9,15.7,3.0,30.0
University of Florence,university of florence,Italy,italy,,50.05,35.5,34.4,78.6,72.9,51.9,24.0,10.0,56.0
