University,Country,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,QS_International_Research_Network,QS_Employment_Outcomes,QS_Sustainability,THE_Rank,THE_Overall_Score,THE_Teaching,THE_Research,THE_Citations,THE_Industry_Income,THE_International_Outlook,THE_Number_Students,THE_Student_Staff_Ratio,THE_International_Students,THE_Female_Male_Ratio,QS_Rank_Numeric,THE_Rank_Numeric,THE_Overall_Score_Numeric,university_id,country_id,kpi1_global_ranking_score,kpi2_research_impact_score,kpi3_students_per_staff_num,kpi3_faculty_to_student_ratio,kpi4_international_student_pct,kpi5_academic_reputation_score,kpi6_research_productivity_index
University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,,,,,,,,,,,,1501+,9.7–22.7,24.6,7.0,9.0,17.3,32.4,"18,552",9.6,1%,50 : 50,,1501.0,16.2,U2250,AL,16.2,9.0,9.6,1:9.6,1%,,7.62
University of Sciences and Technology Houari Boumediene,Algeria,,,,,,,,,,,,1501+,9.7–22.7,17.8,7.4,12.8,18.2,35.3,"39,136",19.5,0%,47 : 53,,1501.0,16.2,U2251,AL,16.2,12.8,19.5,1:19.5,0%,,9.69
University of Seoul ,South Korea,1001-1200,,11.0,9.7,36.7,8.8,5.5,6.9,24.0,5.3,4.9,801–1000,32.7–36.9,28.8,26.1,41.0,52.1,34.9,"9,929",14.4,4%,42 : 58,1001.0,801.0,34.8,U2252,SO,34.8,8.8,14.4,1:14.4,4%,11.0,18.18
University of Seville,Spain,,,,,,,,,,,,801–1000,32.7–36.9,23.8,24.5,53.6,50.8,44.6,"52,335",16.7,8%,55 : 45,,801.0,34.8,U2253,SP,34.8,53.6,16.7,1:16.7,8%,,33.26
University of Sfax,Tunisia,,,,,,,,,,,,1001–1200,28.3–32.6,33.7,13.9,40.5,34.5,44.7,"30,597",12.6,3%,65 : 35,,1001.0,30.450000000000003,U2254,TU,30.450000000000003,40.5,12.6,1:12.6,3%,,23.76
University of Shanghai for Science and Technology,China,,,,,,,,,,,,1201–1500,22.8–28.2,23.1,11.5,40.4,36.7,26.6,"26,472",10.5,2%,43 : 57,,1201.0,25.5,U2255,CH,25.5,40.4,10.5,1:10.5,2%,,18.1
University of Sharjah,United Arab Emirates,434,27.5,18.1,17.3,6.0,22.0,100.0,100.0,84.8,11.2,11.8,351–400,49.1–51.0,20.7,25.7,93.8,29.0,98.8,"12,848",18.9,51%,67 : 33,434.0,351.0,50.05,U2256,UN,27.5,22.0,18.9,1:18.9,51%,18.1,37.42
The University of Sheffield,United Kingdom,105,59.1,58.3,48.7,52.5,43.9,83.3,96.8,95.8,33.8,97.7,105,66.2,48.0,49.5,92.3,77.5,92.0,"27,860",15.4,40%,53 : 47,105.0,105.0,66.2,U2257,UN,59.1,43.9,15.4,1:15.4,40%,58.3,54.89
University of Shizuoka,Japan,,,,,,,,,,,,1501+,9.7–22.7,25.9,12.9,15.2,58.9,26.5,"3,134",11.5,3%,61 : 39,,1501.0,16.2,U2258,JA,16.2,15.2,11.5,1:11.5,3%,,11.17
University of Siegen,Germany,,,,,,,,,,,,601–800,37.0–41.8,27.4,26.9,60.7,46.2,62.7,"13,856",29.9,13%,56 : 44,,601.0,39.4,U2259,GE,39.4,60.7,29.9,1:29.9,13%,,41.05
University of Siena,Italy,691-700,,13.6,3.5,9.7,40.4,2.9,10.8,61.0,9.3,27.9,501–600,41.9–45.3,25.0,25.6,75.9,74.9,48.7,"13,115",18.1,10%,63 : 37,691.0,501.0,43.599999999999994,U2260,IT,43.599999999999994,40.4,18.1,1:18.1,10%,13.6,30.83
University of Silesia in Katowice,Poland,1201-1400,,5.4,4.2,20.3,3.1,3.5,3.9,52.5,7.4,2.4,1501+,9.7–22.7,23.2,13.5,23.4,21.8,29.7,"19,222",11.6,4%,67 : 33,1201.0,1501.0,16.2,U2261,PO,16.2,3.1,11.6,1:11.6,4%,5.4,8.59
University of Sistan and Baluchestan,Iran,,,,,,,,,,,,1501+,9.7–22.7,18.5,11.4,26.4,22.9,22.7,"8,890",19.6,1%,58 : 42,,1501.0,16.2,U2262,IR,16.2,26.4,19.6,1:19.6,1%,,12.86
University of Social Welfare and Rehabilitation Sciences,Iran,,,,,,,,,,,,1001–1200,28.3–32.6,33.6,19.9,33.6,27.9,34.9,"1,725",10.8,2%,70 : 30,,1001.0,30.450000000000003,U2263,IR,30.450000000000003,33.6,10.8,1:10.8,2%,,22.44
University of Sonora,Mexico,,,,,,,,,,,,1501+,9.7–22.7,13.6,8.4,13.6,32.3,34.9,"34,176",26.0,1%,57 : 43,,1501.0,16.2,U2264,ME,16.2,13.6,26.0,1:26.0,1%,,10.36
University of Sousse,Tunisia,,,,,,,,,,,,1201–1500,22.8–28.2,30.3,10.3,31.4,19.3,40.1,"25,887",13.7,2%,68 : 32,,1201.0,25.5,U2265,TU,25.5,31.4,13.7,1:13.7,2%,,18.0
University of South Africa,South Africa,851-900,,10.6,7.2,1.1,7.3,,7.3,91.0,92.8,3.1,1001–1200,28.3–32.6,24.7,19.3,50.5,26.0,41.4,"198,816",114.2,3%,74 : 26,851.0,1001.0,30.450000000000003,U2266,SO,30.450000000000003,7.3,114.2,1:114.2,3%,10.6,15.73
University of South Alabama (USA),United States,1201-1400,,4.7,5.9,19.0,6.1,,2.1,13.6,2.3,1.2,,,,,,,,,,,,1201.0,,,U2267,UN,,6.1,,,,4.7,15.24
University of South Australia,Australia,340,33.2,21.3,12.7,24.9,31.9,99.8,50.9,85.5,15.5,83.6,301–350,51.1–53.0,25.0,36.8,82.5,98.3,83.5,"22,822",30.2,17%,60 : 40,340.0,301.0,52.05,U2268,AU,33.2,31.9,30.2,1:30.2,17%,21.3,42.54
University of South Bohemia,Czech Republic,951-1000,,5.2,2.3,56.0,5.7,21.5,11.4,55.3,1.6,5.7,,,,,,,,,,,,951.0,,,U2269,CZ,,5.7,,,,5.2,15.12
University of South Bohemia in České Budějovice,Czech Republic,,,,,,,,,,,,1001–1200,28.3–32.6,21.4,18.2,51.0,19.5,53.0,"9,131",14.6,7%,70 : 30,,1001.0,30.450000000000003,U2270,CZ,30.450000000000003,51.0,14.6,1:14.6,7%,,31.2
University of South Carolina,United States,601-610,,13.8,9.4,9.7,28.3,30.4,3.2,71.9,17.3,63.1,,,,,,,,,,,,601.0,,,U2271,UN,,28.3,,,,13.8,21.96
University of South Carolina-Columbia,United States,,,,,,,,,,,,401–500,45.4–49.0,35.9,24.6,75.1,63.4,59.2,"32,770",16.9,5%,56 : 44,,401.0,47.2,U2272,UN,47.2,75.1,16.9,1:16.9,5%,,43.36
University of South China,China,,,,,,,,,,,,1201–1500,22.8–28.2,26.8,13.9,27.7,30.6,22.3,"28,160",7.4,2%,38 : 62,,1201.0,25.5,U2273,CH,25.5,27.7,7.4,1:7.4,2%,,14.46
University of South Dakota,United States,,,,,,,,,,,,1001–1200,28.3–32.6,34.5,15.9,33.6,36.0,29.6,"6,909",16.0,3%,63 : 37,,1001.0,30.450000000000003,U2274,UN,30.450000000000003,33.6,16.0,1:16.0,3%,,19.07
University of South Florida,United States,621-630,,12.9,9.5,8.8,36.3,19.9,22.2,86.7,6.1,15.9,251–300,53.1–55.8,31.7,36.4,87.6,99.9,66.7,"40,379",19.0,13%,,621.0,251.0,54.45,U2275,UN,54.45,36.3,19.0,1:19.0,13%,12.9,39.6
University of South Wales,United Kingdom,,,,,,,,,,,,1001–1200,28.3–32.6,18.3,11.8,42.0,56.5,77.2,"15,780",16.0,21%,53 : 47,,1001.0,30.450000000000003,U2276,UN,30.450000000000003,42.0,16.0,1:16.0,21%,,30.97
University of Southampton,United Kingdom,80,64.1,50.1,44.3,40.7,83.4,92.5,98.0,97.1,49.2,96.9,=97,66.9,48.9,50.1,92.7,73.1,96.5,"19,920",13.0,35%,51 : 49,80.0,97.0,66.9,U2277,UN,64.1,83.4,13.0,1:13.0,35%,50.1,68.26
University of Southern California,United States,125,55.2,50.4,54.5,17.3,58.0,26.0,74.1,85.8,92.6,97.7,74,70.8,59.2,58.8,92.5,74.4,74.3,"44,083",14.2,24%,49 : 51,125.0,74.0,70.8,U2278,UN,55.2,58.0,14.2,1:14.2,24%,50.4,59.75
University of Southern Denmark (SDU),Denmark,324,34.1,20.2,15.9,22.3,49.3,85.5,24.1,81.1,21.3,73.2,251–300,53.1–55.8,29.8,33.5,89.1,91.5,76.9,"18,279",9.9,13%,52 : 48,324.0,251.0,54.45,U2279,DE,34.1,49.3,9.9,1:9.9,13%,20.2,44.49
University of Southern Queensland ,Australia,396,29.7,8.8,5.7,4.8,73.1,84.1,23.0,81.0,8.6,43.0,351–400,49.1–51.0,28.4,25.9,88.0,46.9,81.8,"11,650",24.8,15%,63 : 37,396.0,351.0,50.05,U2280,AU,29.7,73.1,24.8,1:24.8,15%,8.8,48.9
University of Split,Croatia,1201-1400,,6.3,4.0,5.0,4.2,1.4,2.0,47.5,12.3,4.5,1201–1500,22.8–28.2,17.9,13.9,49.1,23.1,36.0,"19,354",15.7,2%,58 : 42,1201.0,1201.0,25.5,U2281,CR,25.5,4.2,15.7,1:15.7,2%,6.3,10.66
University of Sri Jayewardenepura,Sri Lanka,1201-1400,,6.0,10.4,4.5,3.3,,1.0,14.1,11.0,1.0,1501+,9.7–22.7,13.0,9.0,35.7,18.4,35.8,"17,629",22.9,0%,63 : 37,1201.0,1501.0,16.2,U2282,SR,16.2,3.3,22.9,1:22.9,0%,6.0,7.77
University of St Andrews,United Kingdom,104,59.2,46.5,63.2,64.7,49.2,98.4,100.0,83.8,18.5,91.1,=193,59.0,46.0,42.6,77.7,63.6,95.8,"10,325",12.4,46%,58 : 42,104.0,193.0,59.0,U2283,UN,59.2,49.2,12.4,1:12.4,46%,46.5,53.8
University of St Gallen,Switzerland,,,,,,,,,,,,351–400,49.1–51.0,33.8,21.0,81.4,66.6,93.6,"8,799",12.9,33%,36 : 64,,351.0,50.05,U2284,SW,50.05,81.4,12.9,1:12.9,33%,,51.7
University of Stavanger,Norway,801-850,,7.1,5.8,84.6,5.0,,,69.6,10.0,5.1,601–800,37.0–41.8,24.7,15.6,66.6,30.2,74.4,"11,428",10.5,13%,58 : 42,801.0,601.0,39.4,U2285,NO,39.4,5.0,10.5,1:10.5,13%,7.1,21.08
University of Stirling,United Kingdom,452,26.4,11.2,9.4,9.3,30.3,76.9,81.3,61.6,15.8,76.1,401–500,45.4–49.0,23.0,26.2,82.4,41.0,91.4,"10,650",18.7,28%,64 : 36,452.0,401.0,47.2,U2286,UN,26.4,30.3,18.7,1:18.7,28%,11.2,38.41
University of Strathclyde,United Kingdom,281,37.9,25.9,30.0,16.7,31.8,93.0,64.0,85.0,33.6,88.6,301–350,51.1–53.0,32.4,35.5,71.2,75.5,91.9,"20,400",16.3,25%,51 : 49,281.0,301.0,52.05,U2287,UN,37.9,31.8,16.3,1:16.3,25%,25.9,43.86
University of Stuttgart,Germany,,,,,,,,,,,,251–300,53.1–55.8,44.8,49.5,63.1,99.6,58.9,"15,152",25.3,20%,34 : 66,,251.0,54.45,U2288,GE,54.45,63.1,25.3,1:25.3,20%,,52.7
University of Sunderland,United Kingdom,,,,,,,,,,,,1201–1500,22.8–28.2,18.2,9.9,40.2,42.1,71.6,"13,320",16.0,42%,61 : 39,,1201.0,25.5,U2289,UN,25.5,40.2,16.0,1:16.0,42%,,28.08
University of Surrey,United Kingdom,285,37.2,19.7,17.9,22.8,55.2,97.1,87.1,86.4,20.4,28.4,251–300,53.1–55.8,31.3,34.5,88.0,73.0,96.8,"14,630",16.3,33%,54 : 46,285.0,251.0,54.45,U2290,UN,37.2,55.2,16.3,1:16.3,33%,19.7,51.61
University of Sussex,United Kingdom,246,41.0,22.6,10.4,15.5,56.8,99.6,84.9,84.7,39.9,97.7,201–250,55.9–58.6,29.7,35.6,92.7,66.1,95.4,"17,640",17.3,34%,55 : 45,246.0,201.0,57.25,U2291,UN,41.0,56.8,17.3,1:17.3,34%,22.6,52.33
The University of Sydney,Australia,18,87.3,96.4,90.0,10.9,93.7,99.9,100.0,95.8,93.1,99.6,60,73.8,52.6,68.9,92.0,97.7,90.2,"57,414",23.1,51%,58 : 42,18.0,60.0,73.8,U2292,AU,87.3,93.7,23.1,1:23.1,51%,96.4,79.71
University of Szeged,Hungary,570,21.8,18.5,16.8,37.0,4.8,11.8,41.2,73.1,15.0,61.9,1001–1200,28.3–32.6,29.9,15.8,40.5,48.1,57.8,"20,050",12.3,20%,56 : 44,570.0,1001.0,30.450000000000003,U2293,HU,21.8,4.8,12.3,1:12.3,20%,18.5,17.11
University of Tübingen,Germany,,,,,,,,,,,,=95,67.0,49.1,56.5,89.0,99.8,72.0,"21,632",27.1,14%,59 : 41,,95.0,67.0,U2294,GE,67.0,89.0,27.1,1:27.1,14%,,67.39
University of Tabriz,Iran,552,22.5,5.9,5.0,3.4,81.7,1.5,6.8,71.8,5.3,1.2,501–600,41.9–45.3,26.7,23.4,80.1,43.1,40.8,"20,177",26.7,4%,52 : 48,552.0,501.0,43.599999999999994,U2295,IR,22.5,81.7,26.7,1:26.7,4%,5.9,40.28
University of Tabuk,Saudi Arabia,1001-1200,,5.2,2.4,18.7,3.0,92.4,2.2,38.0,2.2,1.0,801–1000,32.7–36.9,16.9,10.4,69.0,26.1,75.6,"31,635",19.5,2%,60 : 40,1001.0,801.0,34.8,U2296,SA,34.8,3.0,19.5,1:19.5,2%,5.2,18.04
University of Talca,Chile,,,,,,,,,,,,1201–1500,22.8–28.2,17.4,13.7,31.5,36.7,52.3,"12,510",15.5,0%,48 : 52,,1201.0,25.5,U2297,CH,25.5,31.5,15.5,1:15.5,0%,,22.77
University of Tarapacá,Chile,,,,,,,,,,,,1201–1500,22.8–28.2,12.4,19.0,45.1,19.4,59.0,"10,496",31.8,4%,54 : 46,,1201.0,25.5,U2298,CH,25.5,45.1,31.8,1:31.8,4%,,31.29
University of Tartu,Estonia,358,32.0,22.9,10.5,93.7,10.8,48.6,15.1,88.8,85.7,18.0,301–350,51.1–53.0,32.8,31.8,86.5,64.1,60.7,"9,694",9.0,12%,68 : 32,358.0,301.0,52.05,U2299,ES,32.0,10.8,9.0,1:9.0,12%,22.9,28.01
University of Tasmania,Australia,293,37.0,16.0,7.4,22.1,59.8,79.9,89.7,80.0,15.9,85.6,251–300,53.1–55.8,31.6,38.4,82.0,70.5,90.9,"16,894",22.5,31%,60 : 40,293.0,251.0,54.45,U2300,AU,37.0,59.8,22.5,1:22.5,31%,16.0,53.62
"University of Technology, Iraq",Iraq,,,,,,,,,,,,801–1000,32.7–36.9,25.8,9.2,65.7,20.0,25.0,"10,321",6.9,0%,46 : 54,,801.0,34.8,U2301,IR,34.8,65.7,6.9,1:6.9,0%,,24.17
University of Technology of Compiègne,France,,,,,,,,,,,,1201–1500,22.8–28.2,26.7,10.9,24.3,48.8,83.8,"4,170",15.6,19%,39 : 61,,1201.0,25.5,U2302,FR,25.5,24.3,15.6,1:15.6,19%,,26.73
University of Technology of Troyes,France,,,,,,,,,,,,1001–1200,28.3–32.6,31.5,11.9,29.1,42.0,74.8,"3,174",20.1,22%,25 : 75,,1001.0,30.450000000000003,U2303,FR,30.450000000000003,29.1,20.1,1:20.1,22%,,26.54
University of Technology Sydney,Australia,88,62.4,43.9,55.0,9.8,97.7,96.6,86.0,91.4,40.2,96.3,148,62.3,36.2,43.3,95.9,78.9,94.3,"28,223",37.4,25%,50 : 50,88.0,148.0,62.3,U2304,AU,62.4,97.7,37.4,1:37.4,25%,43.9,68.5
University of Tehran,Iran,368,31.4,20.6,26.8,3.0,79.1,2.0,2.0,86.2,23.1,4.7,401–500,45.4–49.0,37.7,28.4,71.9,60.5,33.6,"54,890",26.6,2%,5 : 95,368.0,401.0,47.2,U2305,IR,31.4,79.1,26.6,1:26.6,2%,20.6,40.37
"The University of Tennessee, Knoxville",United States,481,25.0,10.1,8.2,9.5,76.3,4.9,2.4,77.3,11.0,15.0,301–350,51.1–53.0,38.0,31.6,84.5,72.9,56.1,"28,377",17.0,3%,,481.0,301.0,52.05,U2306,UN,25.0,76.3,17.0,1:17.0,3%,10.1,46.64
The University of Texas at Arlington,United States,1001-1200,,4.6,5.1,4.5,9.8,1.9,29.6,61.6,8.1,40.4,601–800,37.0–41.8,25.2,20.5,65.5,62.9,55.0,"40,412",31.9,11%,63 : 37,1001.0,601.0,39.4,U2307,UN,39.4,9.8,31.9,1:31.9,11%,4.6,20.41
University of Texas at Austin,United States,66,69.5,93.5,86.6,8.1,76.7,6.1,11.7,91.7,81.7,52.1,52,75.5,66.0,75.7,91.0,81.4,47.3,"48,558",16.4,8%,55 : 45,66.0,52.0,75.5,U2308,UN,69.5,76.7,16.4,1:16.4,8%,93.5,67.75
University of Texas at Dallas,United States,,,,,,,,,,,,351–400,49.1–51.0,29.5,28.3,84.9,72.3,62.7,"24,679",21.6,15%,44 : 56,,351.0,50.05,U2309,UN,50.05,84.9,21.6,1:21.6,15%,,49.12
University of Texas at El Paso,United States,,,,,,,,,,,,801–1000,32.7–36.9,24.5,28.7,44.8,51.9,46.8,"18,012",22.9,6%,55 : 45,,801.0,34.8,U2310,UN,34.8,44.8,22.9,1:22.9,6%,,33.33
University of Texas at San Antonio,United States,1001-1200,,6.0,3.0,3.9,22.8,8.8,2.7,60.5,5.1,3.8,501–600,41.9–45.3,21.0,22.5,79.2,63.6,42.8,"28,469",26.4,3%,52 : 48,1001.0,501.0,43.599999999999994,U2311,UN,43.599999999999994,22.8,26.4,1:26.4,3%,6.0,22.44
University of Texas Dallas,United States,596,20.8,13.1,15.9,3.4,43.3,9.7,47.4,60.4,4.9,9.5,,,,,,,,,,,,596.0,,,U2312,UN,20.8,43.3,,,,13.1,26.51
University of Texas El Paso ,United States,1001-1200,,4.4,2.6,5.7,14.2,9.0,5.3,66.2,3.0,2.9,,,,,,,,,,,,1001.0,,,U2313,UN,,14.2,,,,4.4,17.69
University of Texas Rio Grande Valley,United States,,,,,,,,,,,,1201–1500,22.8–28.2,17.9,8.5,45.1,17.4,46.1,"28,703",21.7,2%,61 : 39,,1201.0,25.5,U2314,UN,25.5,45.1,21.7,1:21.7,2%,,22.66
University of the Aegean,Greece,,,,,,,,,,,,801–1000,32.7–36.9,18.3,21.9,54.4,80.0,33.9,"20,139",63.5,1%,55 : 45,,801.0,34.8,U2315,GR,34.8,54.4,63.5,1:63.5,1%,,29.55
"University of the Andes, Chile",Chile,,,,,,,,,,,,1201–1500,22.8–28.2,20.6,15.7,30.1,17.2,50.0,"9,711",17.9,2%,66 : 34,,1201.0,25.5,U2316,CH,25.5,30.1,17.9,1:17.9,2%,,22.83
"University of the Andes, Colombia",Colombia,,,,,,,,,,,,801–1000,32.7–36.9,24.4,19.6,48.4,28.5,60.8,"15,951",13.5,2%,45 : 55,,801.0,34.8,U2317,CO,34.8,48.4,13.5,1:13.5,2%,,33.04
"University of the Andes, Venezuela",Venezuela,,,,,,,,,,,,1501+,9.7–22.7,21.9,8.6,8.8,27.7,50.2,"20,302",10.1,2%,61 : 39,,1501.0,16.2,U2318,VE,16.2,8.8,10.1,1:10.1,2%,,12.71
University of the Balearic Islands,Spain,,,,,,,,,,,,801–1000,32.7–36.9,26.8,15.1,56.4,32.0,58.1,"12,276",9.4,8%,60 : 40,,801.0,34.8,U2319,SP,34.8,56.4,9.4,1:9.4,8%,,32.45
University of the Basque Country,Spain,641-650,,19.5,7.3,32.8,19.0,2.4,3.5,90.8,22.8,7.3,601–800,37.0–41.8,27.0,23.9,65.8,65.5,46.2,"38,301",13.8,5%,55 : 45,641.0,601.0,39.4,U2320,SP,39.4,19.0,13.8,1:13.8,5%,19.5,22.85
University of the Free State,South Africa,1001-1200,,6.1,5.8,3.4,8.8,,4.4,92.4,11.6,1.7,801–1000,32.7–36.9,22.4,18.7,56.4,26.9,51.7,"33,247",35.6,2%,63 : 37,1001.0,801.0,34.8,U2321,SO,34.8,8.8,35.6,1:35.6,2%,6.1,18.36
"University of the North, Colombia",Colombia,,,,,,,,,,,,1501+,9.7–22.7,18.3,13.0,26.0,24.0,52.8,"13,471",17.3,0%,52 : 48,,1501.0,16.2,U2322,CO,16.2,26.0,17.3,1:17.3,0%,,20.85
University of the Pacific,United States,1201-1400,,2.2,3.5,31.9,3.0,3.2,12.0,7.6,8.1,1.0,,,,,,,,,,,,1201.0,,,U2323,UN,,3.0,,,,2.2,14.3
University of the Peloponnese,Greece,,,,,,,,,,,,1501+,9.7–22.7,16.1,12.6,28.9,29.0,27.8,"12,801",39.4,1%,52 : 48,,1501.0,16.2,U2324,GR,16.2,28.9,39.4,1:39.4,1%,,15.48
University of the Philippines,Philippines,336,33.3,36.3,65.3,31.1,1.9,1.6,1.1,60.9,65.6,67.7,1201–1500,22.8–28.2,25.4,15.3,38.7,22.8,38.4,"53,676",11.1,0%,59 : 41,336.0,1201.0,25.5,U2325,PH,33.3,1.9,11.1,1:11.1,0%,36.3,11.27
University of the Punjab,Pakistan,570,21.8,15.6,52.2,4.5,11.6,3.2,1.3,62.2,81.4,4.3,801–1000,32.7–36.9,27.7,14.7,62.4,24.9,46.7,"28,692",22.0,1%,52 : 48,570.0,801.0,34.8,U2326,PA,21.8,11.6,22.0,1:22.0,1%,15.6,15.91
University of the Ryukyus,Japan,,,,,,,,,,,,1501+,9.7–22.7,25.4,14.1,22.6,37.2,37.6,"7,534",9.9,2%,39 : 61,,1501.0,16.2,U2327,JA,16.2,22.6,9.9,1:9.9,2%,,16.72
University of the South Pacific,Fiji,,,,,,,,,,,,1001–1200,28.3–32.6,14.1,17.6,53.5,43.0,62.9,"12,622",36.9,1%,59 : 41,,1001.0,30.450000000000003,U2328,FI,30.450000000000003,53.5,36.9,1:36.9,1%,,34.04
University of the Sunshine Coast ,Australia,1001-1200,,3.6,1.9,2.6,25.2,2.7,16.4,48.3,1.6,6.5,501–600,41.9–45.3,20.9,27.7,70.2,37.3,69.1,"11,542",29.8,13%,69 : 31,1001.0,501.0,43.599999999999994,U2329,AU,43.599999999999994,25.2,29.8,1:29.8,13%,3.6,32.26
The University of the West Indies,Jamaica,,,,,,,,,,,,1001–1200,28.3–32.6,19.7,11.8,51.9,31.5,47.3,"39,257",16.3,1%,68 : 32,,1001.0,30.450000000000003,U2330,JA,30.450000000000003,51.9,16.3,1:16.3,1%,,26.74
University of the West of England,United Kingdom,741-750,,9.0,9.0,7.5,11.9,46.9,75.3,76.1,2.1,14.3,501–600,41.9–45.3,19.5,15.0,82.6,30.2,78.6,"26,890",15.9,25%,52 : 48,741.0,501.0,43.599999999999994,U2331,UN,43.599999999999994,11.9,15.9,1:15.9,25%,9.0,23.87
University of the West of Scotland,United Kingdom,,,,,,,,,,,,601–800,37.0–41.8,24.4,16.0,66.5,24.2,86.9,"14,005",24.6,25%,62 : 38,,601.0,39.4,U2332,UN,39.4,66.5,24.6,1:24.6,25%,,42.95
University of the Western Cape,South Africa,951-1000,,8.6,5.3,4.1,14.1,25.2,3.7,76.8,21.0,2.2,601–800,37.0–41.8,22.0,23.8,59.3,22.6,65.7,"24,605",36.7,6%,61 : 39,951.0,601.0,39.4,U2333,SO,39.4,14.1,36.7,1:36.7,6%,8.6,26.03
University of the Witwatersrand,South Africa,,,,,,,,,,,,301–350,51.1–53.0,33.0,42.9,72.4,81.3,76.3,"27,765",24.4,7%,57 : 43,,301.0,52.05,U2334,SO,52.05,72.4,24.4,1:24.4,7%,,56.27
The University of Tokyo,Japan,32,82.1,100.0,99.8,89.3,57.3,10.1,29.7,87.4,99.9,98.3,29,83.1,93.9,94.2,67.8,100.0,49.7,"26,345",10.3,15%,,32.0,29.0,83.1,U2335,JA,82.1,57.3,10.3,1:10.3,15%,100.0,72.15
University of Toledo,United States,1001-1200,,3.7,3.0,9.6,18.2,6.0,10.4,45.4,7.7,1.7,601–800,37.0–41.8,35.7,16.7,54.5,68.8,56.7,"16,199",17.0,9%,53 : 47,1001.0,601.0,39.4,U2336,UN,39.4,18.2,17.0,1:17.0,9%,3.7,21.37
University of Toronto,Canada,25,84.1,99.7,96.9,44.9,50.8,96.9,96.1,97.7,98.7,100.0,21,88.6,77.5,94.1,92.8,96.1,90.7,"79,282",25.8,27%,56 : 44,25.0,21.0,88.6,U2337,CA,84.1,50.8,25.8,1:25.8,27%,99.7,80.04
University of Tours,France,,,,,,,,,,,,801–1000,32.7–36.9,32.7,15.9,42.2,52.9,61.2,"29,490",21.8,11%,60 : 40,,801.0,34.8,U2338,FR,34.8,42.2,21.8,1:21.8,11%,,29.31
University of Toyama,Japan,,,,,,,,,,,,1201–1500,22.8–28.2,27.0,14.6,29.2,61.9,33.1,"8,891",10.6,3%,39 : 61,,1201.0,25.5,U2339,JA,25.5,29.2,10.6,1:10.6,3%,,17.9
University of Trás-os-Montes and Alto Douro,Portugal,,,,,,,,,,,,801–1000,32.7–36.9,22.5,31.2,44.6,23.5,40.5,"6,375",9.2,6%,53 : 47,,801.0,34.8,U2340,PO,34.8,44.6,9.2,1:9.2,6%,,33.05
University of Trento,Italy,506,24.0,24.9,10.5,22.0,32.7,29.6,6.1,85.8,4.4,19.0,351–400,49.1–51.0,29.3,34.8,80.5,65.2,61.1,"14,100",18.4,7%,51 : 49,506.0,351.0,50.05,U2341,IT,24.0,32.7,18.4,1:18.4,7%,24.9,36.32
University of Trieste,Italy,721-730,,11.7,4.0,3.6,43.3,7.3,7.9,70.4,14.6,2.6,501–600,41.9–45.3,31.9,25.1,74.2,52.3,52.0,"17,196",26.0,7%,57 : 43,721.0,501.0,43.599999999999994,U2342,IT,43.599999999999994,43.3,26.0,1:26.0,7%,11.7,32.24
University of Tromsø The Arctic University of Norway,Norway,621-630,,11.0,4.3,68.3,8.9,69.3,7.0,78.4,5.6,10.5,,,,,,,,,,,,621.0,,,U2343,NO,,8.9,,,,11.0,16.09
University of Tsukuba,Japan,377,31.1,36.6,22.5,54.7,17.3,12.4,19.3,66.9,9.8,63.4,351–400,49.1–51.0,51.8,42.6,52.3,72.9,51.3,"15,506",12.1,16%,38 : 62,377.0,351.0,50.05,U2344,JA,31.1,17.3,12.1,1:12.1,16%,36.6,33.37
University of Tulsa,United States,1001-1200,,3.2,2.1,35.1,11.5,7.0,17.8,20.4,13.7,1.1,501–600,41.9–45.3,36.1,17.2,71.9,52.9,44.6,"4,110",10.8,9%,49 : 51,1001.0,501.0,43.599999999999994,U2345,UN,43.599999999999994,11.5,10.8,1:10.8,9%,3.2,16.68
University of Tunis,Tunisia,,,,,,,,,,,,1201–1500,22.8–28.2,30.9,10.3,23.5,16.6,39.2,"17,124",11.4,2%,70 : 30,,1201.0,25.5,U2346,TU,25.5,23.5,11.4,1:11.4,2%,,15.39
University of Tunis El Manar,Tunisia,,,,,,,,,,,,801–1000,32.7–36.9,42.3,19.9,31.1,49.5,50.5,"21,302",9.6,6%,72 : 28,,801.0,34.8,U2347,TU,34.8,31.1,9.6,1:9.6,6%,,25.46
University of Turin,Italy,371,31.3,41.5,7.2,3.2,33.3,4.1,5.3,87.5,51.7,83.6,401–500,45.4–49.0,23.0,30.1,84.5,74.4,45.5,"63,232",29.5,6%,61 : 39,371.0,401.0,47.2,U2348,IT,31.3,33.3,29.5,1:29.5,6%,41.5,30.26
University of Turku,Finland,375,31.2,27.8,12.1,52.3,29.3,33.2,4.4,86.3,39.9,52.5,301–350,51.1–53.0,31.6,34.9,83.3,67.0,52.5,"13,528",15.7,6%,63 : 37,375.0,301.0,52.05,U2349,FI,31.2,29.3,15.7,1:15.7,6%,27.8,33.26
University of Tuscia,Italy,,,,,,,,,,,,601–800,37.0–41.8,21.4,22.6,77.3,54.9,43.2,"6,223",20.0,4%,52 : 48,,601.0,39.4,U2350,IT,39.4,77.3,20.0,1:20.0,4%,,39.11
