University,Country,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,QS_International_Research_Network,QS_Employment_Outcomes,QS_Sustainability,THE_Rank,THE_Overall_Score,THE_Teaching,THE_Research,THE_Citations,THE_Industry_Income,THE_International_Outlook,THE_Number_Students,THE_Student_Staff_Ratio,THE_International_Students,THE_Female_Male_Ratio
Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),EC,1401+,-,6.1,3.9,10.6,1.3,2.7,1.1,11.0,4.5,1.1,1501+,9.7–22.7,15.9,8.6,11.6,16.3,40.6,"19,314",14.5,1%,39 : 61
Universidad de León,ES,951-1000,-,6.7,3.6,51.6,4.5,2.3,7.2,44.9,2.8,38.5,,,,,,,,,,,
Universidad de Lima,PE,1001-1200,-,9.6,26.2,3.8,1.2,3.2,2.1,8.7,20.9,1.0,,,,,,,,,,,
Universidad de los Andes,CO,179,48.7,67.7,88.4,14.2,5.9,22.8,1.9,55.2,98.2,80.0,,,,,,,,,,,
Universidad de los Andes - Chile,CL,951-1000,-,16.4,18.1,8.4,2.8,12.2,2.0,22.6,38.6,1.2,,,,,,,,,,,
Universidad de Los Andes - (ULA) Mérida,VE,1001-1200,-,14.6,8.5,25.4,1.2,1.3,1.6,15.5,18.8,1.3,,,,,,,,,,,
Universidad de Medellín,CO,1401+,-,6.5,3.2,7.9,2.2,2.7,1.8,5.9,7.8,1.1,,,,,,,,,,,
Universidad de Monterrey (UDEM),MX,1201-1400,-,12.5,13.0,7.5,1.5,13.7,3.7,4.4,4.8,1.3,,,,,,,,,,,
Universidad de Montevideo (UM),UY,741-750,-,18.6,16.1,79.7,1.1,21.5,3.1,3.0,6.5,,,,,,,,,,,,
Universidad de Oriente Santiago de Cuba,CU,1201-1400,-,8.4,5.2,29.8,1.1,,,7.3,5.0,1.0,,,,,,,,,,,
Universidad de Oviedo,ES,1001-1200,-,12.5,3.7,20.0,6.5,4.1,1.7,70.7,8.5,5.1,,,,,,,,,,,
Universidad de Palermo (UP),AR,621-630,-,10.2,9.8,92.8,1.0,35.6,91.9,2.6,7.8,,,,,,,,,,,,
Universidad de Panama,PA,1201-1400,-,6.6,5.5,2.9,1.1,4.6,2.7,9.0,49.1,1.0,,,,,,,,,,,
Universidad de Piura,PE,1201-1400,-,7.5,10.7,5.0,1.2,5.7,1.1,3.3,12.5,1.0,,,,,,,,,,,
Universidad de Puerto Rico,PR,1001-1200,-,10.2,6.8,14.4,2.0,1.3,1.5,39.4,62.2,2.3,,,,,,,,,,,
Universidad de San Andrés - UdeSA,AR,951-1000,-,7.7,19.7,46.0,2.2,7.5,4.1,13.2,29.8,,,,,,,,,,,,
Universidad de San Carlos de Guatemala - USAC,GT,1201-1400,-,10.2,3.9,4.7,1.0,,,9.4,56.0,1.0,,,,,,,,,,,
Universidad de Santander - UDES,CO,1401+,-,3.3,2.3,8.0,1.3,3.7,1.9,11.9,2.2,1.1,,,,,,,,,,,
Universidad de Santiago de Chile (USACH),CL,461,26.1,43.4,55.0,7.2,4.2,6.3,2.2,51.1,12.7,11.2,,,,,,,,,,,
Universidad de Sevilla,ES,462,26,39.1,12.6,18.4,8.2,3.5,18.9,91.4,16.0,67.4,,,,,,,,,,,
Universidad de Sonora,MX,1401+,-,3.6,1.6,4.4,1.8,3.4,1.5,9.2,2.1,1.0,,,,,,,,,,,
Universidad de Talca,CL,1001-1200,-,10.8,5.6,6.4,6.2,21.4,1.4,35.7,2.1,1.3,,,,,,,,,,,
Universidad de Tarapaca,CL,1201-1400,-,3.5,1.6,2.4,9.8,,,41.7,2.1,1.0,,,,,,,,,,,
Universidad de Valladolid,ES,851-900,-,10.5,3.8,34.4,4.3,7.0,3.6,80.2,11.9,43.9,,,,,,,,,,,
Universidad de Valparaíso (UV),CL,1201-1400,-,10.9,4.0,8.5,2.9,6.3,1.8,39.7,2.2,4.0,,,,,,,,,,,
Universidad de Zaragoza,ES,544,22.7,21.3,5.1,56.1,7.0,4.5,9.0,89.5,10.7,77.1,,,,,,,,,,,
Universidad del Bío-Bío,CL,1201-1400,-,8.0,3.0,3.2,4.0,8.7,1.4,30.3,2.0,1.0,,,,,,,,,,,
Universidad del Cauca,CO,1401+,-,7.9,2.0,5.3,1.7,21.7,1.1,11.8,4.5,1.0,,,,,,,,,,,
Universidad del Desarrollo (UDD),CL,1201-1400,-,7.2,8.6,11.7,2.3,7.3,2.0,14.7,4.9,5.1,,,,,,,,,,,
Universidad del Norte ,CO,1001-1200,-,9.6,11.9,10.8,2.9,7.7,1.4,29.6,7.6,21.3,,,,,,,,,,,
Universidad del Pacífico,PE,1001-1200,-,7.0,28.0,3.0,3.1,9.4,2.2,5.3,16.6,1.5,,,,,,,,,,,
Universidad del Rosario,CO,771-780,-,15.8,28.5,24.2,2.5,7.2,2.7,31.8,41.1,24.5,,,,,,,,,,,
Universidad del Salvador,AR,1201-1400,-,3.7,5.8,19.9,1.0,4.9,7.4,1.2,16.2,,,,,,,,,,,,
Universidad del Valle,CO,1001-1200,-,18.1,8.2,7.7,1.9,2.1,1.3,20.5,21.4,1.7,1501+,9.7–22.7,23.2,8.7,12.2,17.9,40.6,"33,442",8.9,1%,50 : 50
Universidad del Valle de Mexico (UVM),MX,1401+,-,3.8,9.9,3.9,1.1,2.0,1.6,4.8,3.1,1.0,,,,,,,,,,,
Universidad del Zulia,VE,1201-1400,-,10.1,5.8,4.1,2.1,,,13.4,5.6,1.0,,,,,,,,,,,
Universidad Diego Portales (UDP),CL,1001-1200,-,14.7,14.9,8.6,3.7,13.1,2.9,39.6,6.2,2.3,,,,,,,,,,,
Universidad EAFIT,CO,901-950,-,12.9,42.8,4.9,2.3,3.1,1.4,11.3,44.4,4.8,,,,,,,,,,,
Universidad Externado de Colombia ,CO,901-950,-,13.0,28.9,36.4,1.1,10.5,1.5,4.3,26.4,1.0,,,,,,,,,,,
Universidad Iberoamericana IBERO,MX,801-850,-,18.5,24.3,32.3,1.3,5.4,2.2,5.2,63.6,1.1,,,,,,,,,,,
Universidad ICESI,CO,1001-1200,-,5.7,6.1,78.6,1.6,3.7,2.5,8.7,9.7,1.0,,,,,,,,,,,
Universidad Industrial de Santander (UIS),Colombia,,,,,,,,,,,,1501+,9.7–22.7,14.4,12.2,11.6,31.5,38.0,"21,413",23.4,1%,45 : 55
Universidad Industrial de Santander - UIS,CO,1201-1400,-,9.7,14.8,4.6,2.1,4.1,1.4,12.4,9.0,1.3,,,,,,,,,,,
Universidad La Salle (ULSA),MX,1201-1400,-,4.5,15.0,22.3,1.1,2.2,1.6,1.0,4.8,1.0,,,,,,,,,,,
Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),CR,1201-1400,-,7.5,8.8,31.5,1.0,8.5,9.1,1.0,5.5,,,,,,,,,,,,
Universidad Loyola,Spain,,,,,,,,,,,,1201–1500,22.8–28.2,23.2,13.0,39.2,17.3,48.8,"3,481",12.1,4%,57 : 43
Universidad Mayor,Chile,,,,,,,,,,,,1501+,9.7–22.7,18.6,9.1,28.7,16.0,49.5,"22,644",12.1,1%,48 : 52
Universidad Mayor de San Andrés (UMSA),BO,1201-1400,-,6.3,2.8,1.2,1.6,6.4,1.0,15.1,49.6,1.0,,,,,,,,,,,
Universidad Metropolitana,VE,1201-1400,-,7.6,15.1,4.4,1.1,4.4,1.6,1.1,25.9,,,,,,,,,,,,
Universidad Michoacana de San Nicolás de Hidalgo,MX,1401+,-,4.1,1.8,2.5,2.0,,,14.0,1.5,1.0,,,,,,,,,,,
Universidad Nacional Agraria la Molina,PE,1201-1400,-,7.0,6.4,12.4,1.6,1.3,1.7,9.4,6.7,1.5,,,,,,,,,,,
Universidad Nacional Autónoma de Honduras (UNAH),HN,1201-1400,-,5.1,4.0,3.3,1.0,1.8,,18.5,61.8,1.0,,,,,,,,,,,
Universidad Nacional Autónoma de México (UNAM),MX,94,61.4,97.0,94.4,37.4,2.4,7.5,2.3,93.2,93.2,83.4,,,,,,,,,,,
"Universidad Nacional, Costa Rica",CR,1201-1400,-,10.2,10.5,12.1,1.5,9.7,2.3,17.2,4.7,1.0,,,,,,,,,,,
Universidad Nacional de Córdoba - UNC,AR,901-950,-,26.4,14.0,6.2,1.6,1.4,1.5,44.4,10.1,1.7,,,,,,,,,,,
Universidad Nacional de Colombia,CO,219,43.9,71.0,89.9,5.4,3.4,5.6,1.4,65.9,42.6,53.1,,,,,,,,,,,
Universidad Nacional de Cuyo,AR,1001-1200,-,12.9,6.1,23.0,1.6,1.8,13.9,27.4,10.3,8.4,,,,,,,,,,,
Universidad Nacional de Ingeniería Peru,PE,1201-1400,-,7.4,27.2,9.1,1.5,,,5.6,19.1,1.0,,,,,,,,,,,
Universidad Nacional de la Asunción,PY,1001-1200,-,6.1,5.3,31.7,1.1,1.3,1.7,11.8,69.0,1.1,,,,,,,,,,,
Universidad Nacional de La Plata (UNLP),AR,534,23,40.8,19.2,28.4,1.9,5.3,22.6,55.4,27.3,2.2,,,,,,,,,,,
Universidad Nacional de Mar del Plata,AR,1201-1400,-,8.6,2.8,4.9,3.5,,,28.5,1.2,1.2,,,,,,,,,,,
Universidad Nacional de Quilmes,AR,1401+,-,6.7,1.7,3.3,1.7,2.8,1.8,11.9,2.9,1.0,,,,,,,,,,,
Universidad Nacional de Río Cuarto - UNRC,AR,1201-1400,-,4.1,1.6,33.2,1.4,,,10.7,1.3,1.0,,,,,,,,,,,
Universidad Nacional de Rosario (UNR),AR,951-1000,-,19.5,7.7,31.2,1.1,,6.4,26.8,10.7,1.0,,,,,,,,,,,
Universidad Nacional de San Luis,AR,1001-1200,-,3.8,1.4,73.8,1.2,,,9.8,1.2,1.0,,,,,,,,,,,
Universidad Nacional de San Martín (UNSAM),AR,1201-1400,-,11.3,2.7,6.2,2.2,1.6,3.7,24.5,1.2,1.1,,,,,,,,,,,
Universidad Nacional de Tucumán,AR,1401+,-,7.4,2.1,2.6,1.6,,,31.0,3.6,1.0,,,,,,,,,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),AR,1001-1200,-,5.5,2.5,76.8,1.3,,,13.9,1.3,1.0,,,,,,,,,,,
Universidad Nacional del Comahue,AR,1401+,-,5.1,2.4,20.4,1.3,,,13.1,2.1,1.2,,,,,,,,,,,
Universidad Nacional del Litoral,AR,1201-1400,-,12.7,5.7,2.2,2.5,5.0,1.2,24.5,3.7,5.1,1501+,9.7–22.7,12.0,9.4,16.9,24.1,29.2,"50,145",35.2,0%,63 : 37
Universidad Nacional del Sur,AR,1201-1400,-,6.7,2.0,17.8,1.7,,,27.2,2.9,1.2,,,,,,,,,,,
Universidad Nacional Mayor de San Marcos,PE,901-950,-,20.6,22.9,7.9,1.3,,,33.2,38.6,1.1,,,,,,,,,,,
Universidad ORT Uruguay,UY,851-900,-,11.2,12.4,79.0,1.1,15.8,1.9,3.4,5.7,1.0,,,,,,,,,,,
Universidad Panamericana (UP),MX,691-700,-,9.9,20.0,75.4,1.2,17.4,2.5,20.1,68.7,2.0,1501+,9.7–22.7,23.9,9.1,12.0,16.0,43.9,"15,469",7.8,2%,48 : 52
Universidad Peruana Cayetano Heredia (UPCH),PE,1001-1200,-,9.5,8.5,45.5,2.2,1.8,1.4,28.9,3.8,9.8,1001–1200,28.3–32.6,16.9,12.9,53.3,29.8,49.8,"10,503",15.6,1%,66 : 34
Universidad Peruana de Ciencias Aplicadas,PE,1201-1400,-,11.3,22.6,3.0,1.1,13.6,1.5,8.0,3.9,1.1,1501+,9.7–22.7,13.5,8.7,10.1,15.6,26.5,"56,595",21.1,1%,50 : 50
Universidad Politécnica de Madrid (UPM),ES,321,34.2,31.3,56.5,16.7,11.4,3.2,32.1,81.1,60.7,86.3,,,,,,,,,,,
Universidad Politécnica Salesiana,Ecuador,,,,,,,,,,,,1501+,9.7–22.7,11.6,9.5,13.6,15.8,42.0,"22,513",24.2,1%,40 : 60
UNIVERSIDAD POLITECNICA SALESIANA,EC,1401+,-,6.4,3.3,3.3,1.5,6.2,1.7,6.8,4.1,1.0,,,,,,,,,,,
Universidad Pontificia Bolivariana ,CO,901-950,-,8.4,8.8,74.7,1.7,3.8,2.3,10.0,22.0,1.6,1501+,9.7–22.7,24.2,10.6,10.2,26.8,37.2,"10,565",10.6,2%,57 : 43
Universidad Pontificia Comillas,ES,544,22.7,8.3,71.6,38.3,2.2,18.7,5.0,9.0,85.4,7.1,,,,,,,,,,,
Universidad Popular Autónoma del Estado de Puebla (UPAEP),MX,1401+,-,5.2,3.4,13.0,1.2,3.9,2.0,5.1,2.2,1.0,,,,,,,,,,,
Universidad Rey Juan Carlos,ES,1001-1200,-,7.9,8.3,7.2,4.5,16.5,12.4,62.9,7.0,24.0,,,,,,,,,,,
Universidad San Francisco de Quito (USFQ),EC,801-850,-,16.0,8.6,40.1,2.4,53.1,1.9,24.9,13.2,21.5,1001–1200,28.3–32.6,22.3,11.1,48.9,17.4,67.0,"7,874",10.2,2%,50 : 50
Universidad San Ignacio de Loyola,PE,1401+,-,6.1,9.0,2.0,1.5,4.1,1.6,7.6,3.7,1.3,,,,,,,,,,,
Universidad Simón Bolívar (USB),VE,1001-1200,-,13.7,15.9,14.4,2.6,1.7,1.0,11.5,11.2,1.0,,,,,,,,,,,
Universidad Técnica Federico Santa María (USM),CL,951-1000,-,9.8,33.0,3.2,5.0,13.8,1.6,41.6,13.1,7.6,,,,,,,,,,,
Universidad Tecnica Particular De Loja (UTPL),EC,1401+,-,6.0,2.3,1.4,1.6,7.9,1.9,15.7,4.6,1.5,,,,,,,,,,,
Universidad Tecnológica de Bolívar,CO,1401+,-,2.2,3.5,2.9,2.7,3.6,2.3,6.8,6.4,1.0,,,,,,,,,,,
"Universidad Tecnológica de la Habana José Antonio Echeverría, Cujae",CU,1401+,-,4.9,1.3,19.1,1.1,3.1,4.1,4.8,5.0,1.0,,,,,,,,,,,
Universidad Tecnológica de Panamá (UTP),PA,1001-1200,-,7.8,17.8,27.2,1.1,4.1,3.9,4.9,6.1,1.1,,,,,,,,,,,
Universidad Tecnológica de Pereira,CO,1401+,-,3.8,3.6,3.4,1.9,1.4,1.2,9.6,2.1,1.0,,,,,,,,,,,
Universidad Tecnológica Nacional (UTN),AR,1001-1200,-,4.5,14.3,49.7,1.1,,1.5,11.4,6.7,1.0,,,,,,,,,,,
Universidad Torcuato Di Tella,AR,951-1000,-,12.4,20.8,14.4,2.6,33.1,7.8,4.5,35.6,,,,,,,,,,,,
Universidad Veracruzana,MX,1401+,-,7.7,2.7,7.3,1.4,,,13.6,1.5,1.1,,,,,,,,,,,
Universidade Católica Portuguesa - UCP,PT,901-950,-,13.0,13.6,11.9,6.1,9.3,30.2,27.8,43.2,5.8,,,,,,,,,,,
Universidade da Coruña ,ES,1001-1200,-,5.9,4.8,24.2,7.3,2.9,4.5,56.1,1.8,23.2,,,,,,,,,,,
Universidade de Brasília,BR,751-760,-,25.3,7.9,7.1,4.2,10.8,1.5,67.5,29.6,35.1,,,,,,,,,,,
Universidade de São Paulo,BR,92,61.6,92.8,74.6,21.4,28.5,6.8,2.1,95.9,97.9,93.6,,,,,,,,,,,
Universidade de Santiago de Compostela,ES,651-660,-,24.1,10.8,12.4,17.0,2.6,5.5,78.0,11.3,36.6,,,,,,,,,,,
Universidade de Vigo,ES,901-950,-,8.9,5.3,9.4,18.0,2.1,4.8,79.9,3.8,39.8,,,,,,,,,,,
Universidade do Estado de Santa Catarina,BR,1401+,-,3.7,1.3,15.4,1.7,,,9.0,2.2,1.0,1501+,9.7–22.7,26.5,11.0,15.7,17.0,21.2,"12,417",11.5,1%,54 : 46
Universidade do Estado do Rio de Janeiro (UERJ),BR,1201-1400,-,9.5,5.1,17.4,2.5,3.5,1.2,35.7,18.2,1.3,1201–1500,22.8–28.2,31.8,13.5,24.6,26.3,30.4,"22,879",9.4,0%,56 : 44
Universidade Eduardo Mondlane,Mozambique,,,,,,,,,,,,1201–1500,22.8–28.2,10.1,9.4,56.7,16.6,51.1,"48,306",28.7,0%,41 : 59
Universidade Estadual de Campinas (Unicamp),BR,232,42.9,71.8,40.3,14.7,24.3,10.7,2.7,85.4,25.1,65.9,,,,,,,,,,,
Universidade Estadual de Londrina,BR,1401+,-,3.9,2.5,13.7,3.3,2.1,1.3,13.4,1.3,2.8,,,,,,,,,,,
Universidade Estadual de Maringá,Brazil,,,,,,,,,,,,1501+,9.7–22.7,28.9,13.8,20.2,21.2,22.0,"18,706",12.2,0%,53 : 47
Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,,,,,,,,,,,,1501+,9.7–22.7,21.1,10.9,21.6,22.3,34.5,"7,105",22.8,0%,61 : 39
Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,,,,,,,,,,,,1501+,9.7–22.7,27.6,9.8,7.4,17.2,20.4,"12,529",9.9,0%,60 : 40
Universidade Estadual Paulista (Unesp),Brazil,,,,,,,,,,,,601–800,37.0–41.8,41.5,33.1,38.1,40.5,38.6,"34,828",12.8,4%,54 : 46
Universidade Federal da Bahia,BR,1201-1400,-,9.0,2.7,8.5,3.1,5.1,1.4,48.8,12.4,2.5,1201–1500,22.8–28.2,27.5,12.3,30.5,19.7,28.4,"51,291",19.9,0%,41 : 59
Universidade Federal da Paraíba,BR,1401+,-,4.1,2.5,7.3,3.1,2.5,1.1,40.8,1.3,1.1,,,,,,,,,,,
Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,,,,,,,,,,,,1501+,9.7–22.7,21.2,12.8,25.1,21.2,26.1,"4,183",11.6,1%,70 : 30
Universidade Federal de Goiás,BR,1401+,-,3.8,1.3,6.8,4.2,3.5,1.2,32.7,1.3,1.3,,,,,,,,,,,
Universidade Federal de Juiz de Fora- (UFJF),BR,1201-1400,-,3.8,2.0,30.3,2.8,,,35.2,1.3,1.0,1501+,9.7–22.7,18.5,12.1,27.5,18.6,29.8,"26,483",16.6,0%,50 : 50
Universidade Federal de Minas Gerais      ,BR,671-680,-,32.4,8.9,13.8,7.0,8.0,1.5,64.0,39.7,6.7,,,,,,,,,,,
Universidade Federal de Ouro Preto (UFOP),Brazil,,,,,,,,,,,,1501+,9.7–22.7,22.1,12.0,20.7,25.5,24.7,"14,799",16.3,1%,49 : 51
Universidade Federal de Pelotas ,BR,1201-1400,-,4.7,1.3,26.0,4.7,,1.3,21.7,1.3,1.3,,,,,,,,,,,
Universidade Federal de Pernambuco (UFPE) ,BR,1001-1200,-,11.6,2.4,15.5,4.1,1.5,1.2,55.1,3.7,1.2,,,,,,,,,,,
Universidade Federal de São Carlos (UFSCar),BR,1001-1200,-,11.8,6.4,15.5,17.8,2.6,1.6,45.5,1.8,2.7,,,,,,,,,,,
Universidade Federal de São Paulo,BR,691-700,-,10.5,5.1,95.6,6.0,4.7,1.5,54.0,2.9,30.1,801–1000,32.7–36.9,33.2,22.5,48.2,47.2,35.2,"19,803",11.3,1%,59 : 41
Universidade Federal de Santa Catarina ,BR,781-790,-,19.3,4.8,19.2,8.5,4.1,2.2,62.1,17.3,52.1,801–1000,32.7–36.9,32.5,21.6,41.6,64.2,35.3,"42,576",17.7,2%,49 : 51
Universidade Federal de Santa Maria,BR,1201-1400,-,6.4,1.5,17.5,5.2,2.5,1.4,37.9,6.3,11.5,,,,,,,,,,,
Universidade Federal de Sergipe,Brazil,,,,,,,,,,,,1501+,9.7–22.7,17.0,10.4,36.4,18.1,28.1,"26,133",16.0,0%,52 : 48
Universidade Federal de Uberlândia,BR,1401+,-,3.8,1.7,13.8,3.5,2.1,1.3,28.6,2.2,3.2,,,,,,,,,,,
Universidade Federal de Viçosa (UFV),BR,1201-1400,-,5.1,2.4,10.9,7.8,2.4,1.9,20.2,3.8,1.3,,,,,,,,,,,
Universidade Federal do ABC (UFABC),Brazil,,,,,,,,,,,,1201–1500,22.8–28.2,16.8,17.6,41.1,26.6,45.9,"18,805",25.3,1%,37 : 63
Universidade Federal do Ceará (UFC),BR,1201-1400,-,7.4,2.8,6.3,5.3,1.3,1.2,43.4,3.7,2.0,1201–1500,22.8–28.2,24.2,16.6,24.6,44.5,27.2,"40,899",19.8,1%,44 : 56
Universidade Federal do Estado do Rio de Janeiro - UNIRIO,BR,1401+,-,2.9,2.0,8.1,2.1,,,8.6,1.5,1.0,,,,,,,,,,,
Universidade Federal do Maranhão (UFMA),Brazil,,,,,,,,,,,,1501+,9.7–22.7,15.2,10.3,14.5,18.7,23.2,"37,016",19.2,0%,51 : 49
Universidade Federal do Parà - UFPA,BR,1401+,-,3.6,1.7,6.3,2.6,2.5,1.1,35.4,1.3,1.9,,,,,,,,,,,
Universidade Federal do Paraná (UFPR),Brazil,,,,,,,,,,,,1201–1500,22.8–28.2,28.4,16.4,29.1,49.2,27.6,"39,031",15.6,1%,56 : 44
Universidade Federal do Paraná - UFPR,BR,1001-1200,-,13.0,5.8,20.1,5.2,2.9,6.0,52.6,9.6,2.0,,,,,,,,,,,
Universidade Federal do Rio de Janeiro,BR,304,35.8,61.9,23.3,13.7,7.8,7.6,1.5,79.7,81.4,59.6,,,,,,,,,,,
Universidade Federal do Rio Grande Do Norte,BR,1201-1400,-,5.2,1.2,9.5,3.4,,,45.0,1.3,1.4,,,,,,,,,,,
Universidade Federal do Rio Grande Do Sul ,BR,691-700,-,28.0,5.3,12.8,10.1,2.2,1.6,80.1,25.9,31.3,601–800,37.0–41.8,36.4,22.5,54.1,52.9,34.1,"45,760",16.5,1%,51 : 49
Universidade Federal Fluminense ,BR,1001-1200,-,9.6,2.5,12.8,3.6,6.3,1.2,52.2,10.9,13.1,,,,,,,,,,,
Universidade Federal Rural do Semi-Arido,Brazil,,,,,,,,,,,,1501+,9.7–22.7,19.1,9.0,5.7,16.6,18.3,"8,687",12.4,0%,49 : 51
Universidade Lusófona,Portugal,,,,,,,,,,,,1201–1500,22.8–28.2,23.2,8.6,35.7,17.8,59.7,"11,153",6.4,18%,54 : 46
Universidade Nova de Lisboa,PT,388,30.2,28.7,21.8,15.9,23.9,25.3,57.0,86.3,48.7,38.2,,,,,,,,,,,
Universidade Nove de Julho (Uninove),Brazil,,,,,,,,,,,,1501+,9.7–22.7,17.9,8.1,9.6,17.5,26.9,"82,463",23.6,1%,58 : 42
Universidade Presbiteriana Mackenzie,BR,1201-1400,-,3.5,8.7,12.3,2.1,2.4,1.1,12.5,48.3,1.0,,,,,,,,,,,
Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,,,,,,,,,,,,1501+,9.7–22.7,16.7,10.2,22.3,42.3,25.3,"39,007",15.3,1%,30 : 70
Université 8 Mai 1945 Guelma,Algeria,,,,,,,,,,,,1501+,9.7–22.7,14.7,8.6,25.4,15.9,37.0,"18,030",20.9,1%,70 : 30
Université Côte d\'Azur,FR,731-740,-,15.5,4.1,5.7,18.3,29.3,38.3,78.4,8.9,18.4,,,,,,,,,,,
Université catholique de Louvain (UCLouvain),BE,203,46,48.4,25.9,4.6,55.0,91.0,47.6,89.9,76.4,27.1,=168,60.8,39.5,49.4,83.1,92.0,83.1,"25,409",37.3,20%,54 : 46
Università Cattolica del Sacro Cuore,IT,442,26.8,24.2,35.5,27.6,19.2,15.5,7.1,60.5,32.3,54.8,,,,,,,,,,,
Université Chouaïb Doukkali,Morocco,,,,,,,,,,,,1501+,9.7–22.7,13.4,10.8,28.8,18.9,26.7,"23,437",34.5,2%,58 : 42
Université Claude Bernard Lyon 1,FR,562,22.2,18.1,3.7,7.9,48.3,7.4,12.0,93.7,12.4,11.0,,,,,,,,,,,
Université de Bretagne Occidentale,France,,,,,,,,,,,,801–1000,32.7–36.9,20.3,19.6,52.0,47.8,60.5,"23,163",33.1,11%,59 : 41
Université de Caen Normandie,FR,1001-1200,-,8.8,2.8,6.6,6.3,8.1,6.2,74.6,2.1,1.9,,,,,,,,,,,
Université de Franche-Comté,FR,711-720,-,6.5,2.1,100.0,12.4,,,76.7,3.2,1.7,,,,,,,,,,,
Université de Fribourg,CH,539,22.8,10.3,3.0,7.5,25.4,99.9,38.3,58.3,40.6,51.8,,,,,,,,,,,
Université de Gabès,Tunisia,,,,,,,,,,,,1501+,9.7–22.7,20.8,9.4,28.9,16.7,42.8,"12,714",12.4,1%,74 : 26
Université de Liège,BE,396,29.7,17.0,11.8,9.6,38.0,50.3,53.0,94.6,23.6,81.2,,,,,,,,,,,
Université de Lille,FR,721-730,-,23.5,5.5,4.8,14.7,14.6,15.8,93.3,4.5,10.9,,,,,,,,,,,
Université de Limoges,FR,1201-1400,-,6.6,2.3,17.2,5.5,,,58.8,2.9,1.1,,,,,,,,,,,
Université de Lorraine,FR,801-850,-,13.6,3.3,7.0,12.9,27.6,27.4,95.9,14.8,11.8,,,,,,,,,,,
Université de Montpellier,FR,448,26.6,18.6,3.4,8.5,57.2,22.8,29.9,99.5,13.1,17.3,,,,,,,,,,,
Université de Montréal ,CA,159,51.3,55.5,32.8,76.0,19.3,87.6,54.1,84.9,54.2,91.4,,,,,,,,,,,
Université de Nantes,FR,851-900,-,10.4,3.4,7.8,21.4,19.8,15.1,87.3,2.8,7.5,,,,,,,,,,,
Université de Poitiers,FR,1001-1200,-,7.9,1.7,5.4,5.2,,26.4,75.3,6.7,2.1,801–1000,32.7–36.9,28.6,25.7,36.0,45.0,58.9,"29,280",31.5,11%,57 : 43
Université de Rennes 1 (University of Rennes),FR,721-730,-,14.9,5.2,11.6,28.3,11.9,11.0,88.1,6.8,6.9,,,,,,,,,,,
Université de Sfax,TN,1001-1200,-,7.0,4.1,44.0,3.7,1.1,3.2,50.8,10.3,8.0,,,,,,,,,,,
Université de Sherbrooke,CA,851-900,-,6.8,4.2,18.8,16.9,54.7,7.6,43.0,23.4,8.0,,,,,,,,,,,
Université de Skikda,Algeria,,,,,,,,,,,,1201–1500,22.8–28.2,12.5,7.6,51.3,15.8,40.6,"32,675",29.4,0%,71 : 29
Université de Sousse,TN,1001-1200,-,4.5,1.8,51.1,1.7,1.1,2.2,37.0,3.9,1.0,,,,,,,,,,,
Université de Strasbourg,FR,456,26.3,39.1,10.3,5.1,20.7,34.2,35.9,90.7,20.4,5.4,,,,,,,,,,,
Université de Toulouse II-Le Mirail,FR,1001-1200,-,9.4,2.7,1.3,7.1,27.2,19.7,67.0,2.1,1.2,,,,,,,,,,,
Université de Tunis,TN,1001-1200,-,7.2,3.9,19.4,1.9,2.0,1.8,27.0,48.1,1.0,,,,,,,,,,,
Université de Tunis El Manar,TN,771-780,-,9.4,4.3,26.0,5.1,39.5,7.8,82.1,54.1,16.3,,,,,,,,,,,
Università degli Studi della Tuscia (University of Tuscia),IT,901-950,-,4.6,1.2,5.6,43.6,13.7,10.4,32.4,2.0,2.2,,,,,,,,,,,
Università degli studi di Bergamo,IT,1201-1400,-,5.7,2.4,1.9,6.5,4.3,6.7,27.8,4.3,1.2,,,,,,,,,,,
Università degli Studi di Pavia,IT,440,27,21.7,7.4,8.3,64.6,6.2,12.6,82.7,13.5,15.4,,,,,,,,,,,
Università degli Studi di Perugia,IT,801-850,-,9.1,2.3,3.5,40.9,6.4,5.4,65.9,1.7,11.5,,,,,,,,,,,
Università degli Studi di Udine,IT,1001-1200,-,7.1,2.7,11.3,16.7,4.2,3.7,53.5,1.9,4.3,,,,,,,,,,,
Università degli studi Roma Tre,IT,901-950,-,17.4,8.0,2.2,12.1,8.5,4.2,62.5,7.1,19.7,,,,,,,,,,,
Università del Salento,IT,1001-1200,-,7.1,1.7,6.9,21.7,1.7,1.5,65.2,1.6,2.7,,,,,,,,,,,
Università della Svizzera italiana,Switzerland,,,,,,,,,,,,251–300,53.1–55.8,34.8,26.4,84.0,88.3,98.5,"3,714",14.0,67%,46 : 54
