University_Key,University_Name_QS,Country_QS,Country_Code,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student_Score,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,University_Name_THE,Country_THE,THE_Rank,THE_Overall_Score,THE_Teaching_Score,THE_Research_Score,THE_Citations_Score,THE_Industry_Income_Score,THE_International_Outlook,Total_Students,Student_Staff_Ratio,International_Students,Female_Male_Ratio,Year
university of connecticut,University of Connecticut,United States,US,=444,25.8,15.1,6.9,14.5,41.6,47.0,19.0,University of Connecticut,United States,351.0,49.1–51.0,41.2,30.2,72.8,68.7,64.6,"28,128",13.1,11%,53:47:00,2024
aston university,Aston University,United Kingdom,UK,=446,25.7,12.9,22.8,10.0,34.1,93.0,38.3,Aston University,United Kingdom,401.0,45.4–49.0,22.2,26.5,82.5,64.1,95.2,"12,950",19.0,25%,48:52:00,2024
the university of tennessee knoxville,"The University of Tennessee, Knoxville",United States,US,=446,25.7,10.3,15.4,10.8,72.5,4.2,2.5,The University of Tennessee-Knoxville,United States,301.0,51.1–53.0,38.0,31.6,84.5,72.9,56.1,"28,377",17.0,3%,,2024
university of jyv skyl,University of Jyväskylä,Finland,FI,=446,25.7,17.2,12.5,86.2,15.3,40.9,2.8,University of Jyväskylä,Finland,401.0,45.4–49.0,31.4,34.1,78.2,53.0,49.7,"10,702",13.8,3%,62:38:00,2024
iran university of science and technology,Iran University of Science and Technology,"Iran, Islamic Republic of",IR,451,25.6,6.6,23.2,2.5,94.8,,1.5,Iran University of Science and Technology,Iran,401.0,45.4–49.0,33.6,37.4,75.2,73.9,24.3,"14,679",32.7,1%,35 : 65,2024
czech technical university in prague,Czech Technical University in Prague,Czech Republic,CZ,=454,25.2,21.5,37.6,75.8,4.1,25.6,39.2,Czech Technical University in Prague,Czech Republic,1001.0,28.3–32.6,30.9,18.8,32.2,51.9,60.2,"15,663",8.7,21%,30 : 70,2024
southeast university,Southeast University,China (Mainland),CN,=454,25.2,12.8,7.4,23.9,73.1,15.1,3.5,Southeast University,China,301.0,51.1–53.0,39.9,46.3,68.4,90.4,47.6,"39,637",12.4,4%,36 : 64,2024
sultan qaboos university,Sultan Qaboos University,Oman,OM,=454,25.2,16.7,13.7,56.7,18.4,100.0,3.4,Sultan Qaboos University,Oman,601.0,37.0–41.8,28.1,22.2,62.3,35.7,74.0,"7,512",9.2,4%,50:50:00,2024
florida state university,Florida State University,United States,US,=461,24.9,25.1,25.7,6.8,30.7,15.6,3.9,Florida State University,United States,251.0,53.1–55.8,38.2,38.6,79.4,68.2,58.8,"39,831",24.6,6%,58:42:00,2024
national research nuclear university mephi,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,RU,=461,24.9,10.2,10.1,99.0,10.9,54.1,90.7,National Research Nuclear University MEPhI,Russian Federation,401.0,45.4–49.0,53.1,41.0,42.4,57.5,78.8,"4,993",9.2,28%,39 : 61,2024
university of bordeaux,University of Bordeaux,France,FR,=465,24.7,30.2,5.3,14.4,21.4,25.6,19.5,University of Bordeaux,France,351.0,49.1–51.0,37.2,29.9,72.5,66.7,66.6,"52,643",21.7,14%,60:40:00,2024
university of sharjah,University of Sharjah,United Arab Emirates,AE,=465,24.7,16.7,18.8,5.5,13.5,100.0,99.7,University of Sharjah,United Arab Emirates,351.0,49.1–51.0,20.7,25.7,93.8,29.0,98.8,"12,848",18.9,51%,67:33:00,2024
ben gurion university of the negev,Ben-Gurion University of The Negev,Israel,IL,=469,24.6,14.6,14.2,11.7,52.7,65.3,15.7,Ben-Gurion University of the Negev,Israel,501.0,41.9–45.3,34.1,30.6,59.0,71.6,34.5,"17,265",21.3,2%,52:48:00,2024
illinois institute of technology,Illinois Institute of Technology,United States,US,=469,24.6,14.2,15.6,13.0,48.5,30.1,94.1,Illinois Institute of Technology,United States,351.0,49.1–51.0,42.6,26.9,67.8,91.5,73.2,"6,107",12.2,36%,37 : 63,2024
hiroshima university,Hiroshima University,Japan,JP,472,24.5,23.6,14.0,81.0,9.6,17.3,12.9,Hiroshima University,Japan,601.0,37.0–41.8,39.6,26.4,44.7,68.5,51.5,"14,590",7.6,10%,38 : 62,2024
beihang university,Beihang University (former BUAA),China (Mainland),CN,=473,24.4,13.1,5.5,36.1,68.7,7.5,4.9,Beihang University,China,301.0,51.1–53.0,42.9,43.5,68.6,94.7,34.5,"32,854",12.3,4%,,2024
vilnius university,Vilnius University ,Lithuania,LT,=473,24.4,19.8,27.8,83.0,3.0,13.0,14.9,Vilnius University,Lithuania,801.0,32.7–36.9,26.6,17.5,51.4,44.4,46.7,"20,901",9.1,9%,65:35:00,2024
kobe university,Kobe University,Japan,JP,=476,24.3,28.5,38.8,53.2,11.6,7.4,7.7,Kobe University,Japan,601.0,37.0–41.8,39.5,27.2,48.1,75.4,39.0,"15,333",10.2,7%,35 : 65,2024
missouri university of science and technology,Missouri University of Science and Technology,United States,US,480,24.0,4.6,4.8,6.5,85.1,61.1,12.3,Missouri University of Science and Technology,United States,401.0,45.4–49.0,33.2,28.7,69.6,88.1,72.4,"7,271",21.6,9%,24 : 76,2024
bangor university,Bangor University,United Kingdom,UK,=481,23.9,8.8,5.3,14.9,39.7,42.2,55.4,Bangor University,United Kingdom,401.0,45.4–49.0,27.6,25.3,72.7,64.3,88.2,"8,130",14.8,23%,61:39:00,2024
leibniz university hannover,Leibniz University Hannover,Germany,DE,=481,23.9,21.3,33.2,16.8,14.8,40.5,30.6,Leibniz University Hannover,Germany,351.0,49.1–51.0,38.3,41.5,62.1,81.6,58.2,"19,807",39.5,15%,44:56:00,2024
satbayev university,Satbayev University,Kazakhstan,KZ,=481,23.9,23.3,36.0,84.3,1.2,40.5,4.2,Satbayev University,Kazakhstan,1501.0,9.7–22.7,22.7,10.8,8.5,23.2,68.7,"8,114",12.4,5%,44:56:00,2024
university of electronic science and technology of china,University of Electronic Science and Technology of China,China (Mainland),CN,=486,23.7,4.3,3.0,8.6,96.4,3.4,2.6,University of Electronic Science and Technology of China,China,351.0,49.1–51.0,34.8,35.2,80.9,85.5,33.9,"37,498",15.7,3%,30 : 70,2024
university of guelph,University of Guelph,Canada,CA,=486,23.7,13.5,20.9,5.8,47.5,43.5,15.1,University of Guelph,Canada,401.0,45.4–49.0,32.6,36.2,66.2,78.1,64.5,"22,936",27.3,10%,59:41:00,2024
ipb university,IPB University (a.k.a. Bogor Agricultural University),Indonesia,ID,=489,23.6,21.6,39.0,66.1,1.7,54.6,3.8,IPB University,Indonesia,1201.0,22.8–28.2,30.9,9.8,24.2,39.2,45.0,"23,070",6.8,3%,60:40:00,2024
dalian university of technology,Dalian University of Technology,China (Mainland),CN,=491,23.5,9.1,3.2,16.8,79.8,12.2,3.2,Dalian University of Technology,China,401.0,45.4–49.0,37.0,35.0,68.1,86.8,40.2,"37,389",14.5,3%,,2024
university of iowa,University of Iowa,United States,US,=491,23.5,19.9,11.2,48.2,20.9,22.3,4.6,University of Iowa,United States,201.0,55.9–58.6,46.1,37.0,79.9,88.6,55.8,"28,583",10.9,6%,55:45:00,2024
chung ang university,Chung-Ang University (CAU),South Korea,KR,=494,23.4,19.8,36.2,69.5,8.9,13.8,36.3,Chung-Ang University,South Korea,401.0,45.4–49.0,37.4,38.4,52.0,98.3,62.6,"18,193",22.4,23%,,2024
hunan university,Hunan University ,China (Mainland),CN,=494,23.4,8.6,8.4,13.8,82.0,4.9,1.9,Hunan University,China,351.0,49.1–51.0,28.9,30.4,92.0,75.2,32.5,"41,481",17.8,2%,47:53:00,2024
rensselaer polytechnic institute,Rensselaer Polytechnic Institute,United States,US,=494,23.4,8.3,7.0,19.5,70.7,4.0,44.3,Rensselaer Polytechnic Institute,United States,401.0,45.4–49.0,34.1,30.3,60.9,89.9,78.7,"7,496",15.3,20%,31 : 69,2024
ewha womans university,Ewha Womans University,South Korea,KR,=498,23.2,26.7,23.0,77.4,7.7,7.8,19.8,Ewha Womans University,South Korea,601.0,37.0–41.8,37.6,35.3,44.5,82.8,49.6,"13,999",16.7,15%,100:00:00,2024
ulster university,Ulster University,United Kingdom,UK,=498,23.2,8.4,13.0,11.9,12.1,100.0,90.5,Ulster University,United Kingdom,601.0,37.0–41.8,21.3,22.4,62.0,50.1,82.4,"19,825",20.1,10%,56:44:00,2024
university of delaware,University of Delaware,United States,US,=498,23.2,10.3,7.9,6.9,59.1,36.3,13.7,University of Delaware,United States,401.0,45.4–49.0,32.7,31.8,72.5,80.9,62.3,"21,545",16.1,11%,57:43:00,2024
bilkent university,Bilkent University,Turkey,TR,=502,23.1,22.2,44.9,17.2,12.9,72.0,5.7,Bilkent University,Turkey,601.0,37.0–41.8,27.8,26.0,48.8,91.4,70.0,"9,109",14.8,8%,46:54:00,2024
university of portsmouth,University of Portsmouth,United Kingdom,UK,=502,23.1,8.4,9.6,8.7,18.7,75.1,87.3,University of Portsmouth,United Kingdom,401.0,45.4–49.0,20.0,20.0,84.5,40.6,94.7,"23,625",16.8,29%,47:53:00,2024
macau university of science and technology,Macau University of Science and Technology,Macau SAR,MO,=505,23.0,4.2,4.2,4.5,47.8,100.0,100.0,Macau University of Science and Technology,Macao,251.0,53.1–55.8,33.1,34.2,78.9,65.0,94.7,"14,091",41.8,92%,57:43:00,2024
national sun yat sen university,National Sun Yat-sen University,Taiwan,TW,=505,23.0,26.5,24.4,29.5,25.2,23.8,10.3,National Sun Yat-Sen University,Taiwan,601.0,37.0–41.8,28.2,33.7,43.8,79.1,47.2,"8,497",12.6,9%,42:58:00,2024
sogang university,Sogang University,South Korea,KR,=509,22.9,21.5,49.1,55.7,5.5,7.2,24.3,Sogang University,South Korea,801.0,32.7–36.9,27.2,30.6,39.8,73.3,45.0,"9,688",23.9,19%,47:53:00,2024
university of bayreuth,University of Bayreuth,Germany,DE,=509,22.9,10.3,19.3,46.4,27.0,50.1,21.9,University of Bayreuth,Germany,351.0,49.1–51.0,38.0,40.8,65.0,83.4,67.7,"8,944",24.5,14%,46:54:00,2024
east china normal university,East China Normal University,China (Mainland),CN,=511,22.8,15.2,3.7,19.1,53.1,23.3,19.6,East China Normal University,China,301.0,51.1–53.0,42.7,35.1,76.3,66.3,56.4,"28,787",14.1,8%,64:36:00,2024
soas university of london,SOAS University of London ,United Kingdom,UK,=511,22.8,18.1,9.5,18.3,15.2,100.0,99.0,SOAS University of London,United Kingdom,401.0,45.4–49.0,42.5,36.1,60.2,15.6,80.4,"4,845",14.9,45%,65:35:00,2024
bo azi i university,Boğaziçi University,Turkey,TR,=514,22.7,23.0,58.4,4.0,14.3,11.1,2.6,Boğaziçi University,Turkey,601.0,37.0–41.8,26.1,26.6,57.4,59.6,50.6,"12,877",23.5,2%,45:55:00,2024
duy tan university,Duy Tan University,Vietnam,VN,=514,22.7,10.7,26.3,3.8,33.6,37.0,1.2,Duy Tan University,Vietnam,601.0,37.0–41.8,12.1,14.2,87.5,17.4,52.5,"23,951",24.3,0%,57:43:00,2024
shanghai university,Shanghai University,China (Mainland),CN,=514,22.7,22.2,9.0,53.3,25.4,43.8,5.9,Shanghai University,China,501.0,41.9–45.3,31.8,38.0,62.7,71.3,42.9,"38,015",13.0,6%,51:49:00,2024
kyungpook national university,Kyungpook National University,South Korea,KR,=520,22.6,11.1,18.0,64.5,17.2,9.8,20.1,Kyungpook National University,South Korea,501.0,41.9–45.3,33.2,38.1,51.5,96.2,50.2,"18,432",20.1,14%,45:55:00,2024
university of hull,University of Hull,United Kingdom,UK,=523,22.5,8.5,3.5,13.0,25.4,57.4,67.4,University of Hull,United Kingdom,401.0,45.4–49.0,27.4,24.3,74.3,59.8,85.4,"12,305",18.0,21%,56:44:00,2024
edith cowan university,Edith Cowan University ,Australia,AU,529,22.2,8.7,8.1,6.2,41.0,77.5,72.6,Edith Cowan University,Australia,351.0,49.1–51.0,23.7,26.2,86.9,69.2,87.6,"17,965",29.8,24%,62:38:00,2024
aristotle university of thessaloniki,Aristotle University of Thessaloniki,Greece,GR,=530,22.1,28.7,25.9,3.8,13.5,1.4,4.0,Aristotle University of Thessaloniki,Greece,801.0,32.7–36.9,22.3,16.8,66.3,52.7,38.1,"49,654",18.2,5%,58:42:00,2024
university of genoa,University of Genoa,Italy,IT,=530,22.1,17.4,3.8,11.3,40.6,4.8,8.8,University of Genoa,Italy,401.0,45.4–49.0,36.1,28.3,78.0,73.4,47.3,"21,470",16.5,7%,58:42:00,2024
peter the great st petersburg polytechnic university,Peter the Great St. Petersburg Polytechnic University,Russia,RU,=534,22.0,16.7,9.0,77.6,3.0,15.0,87.6,Peter the Great St Petersburg Polytechnic University,Russian Federation,351.0,49.1–51.0,43.4,31.3,67.4,61.6,65.2,"16,400",10.0,33%,42:58:00,2024
university of crete,University of Crete,Greece,GR,=534,22.0,15.1,14.3,3.0,67.9,1.7,3.8,University of Crete,Greece,501.0,41.9–45.3,19.9,25.7,76.5,64.5,47.4,"14,119",26.5,4%,63:37:00,2024
university of salamanca,University of Salamanca,Spain,ES,=534,22.0,26.8,15.0,23.2,6.9,6.7,22.4,University of Salamanca,Spain,801.0,32.7–36.9,32.0,21.8,50.4,39.9,53.6,"24,707",14.7,13%,61:39:00,2024
universiti utara malaysia,Universiti Utara Malaysia (UUM),Malaysia,MY,=538,21.9,20.6,28.0,40.4,7.1,18.8,79.8,Universiti Utara Malaysia,Malaysia,401.0,45.4–49.0,38.4,27.6,69.7,28.1,78.7,"12,229",11.5,30%,73:27:00,2024
lahore university of management sciences,Lahore University of Management Sciences (LUMS),Pakistan,PK,=540,21.8,15.7,72.0,35.1,6.0,7.3,1.9,Lahore University of Management Sciences,Pakistan,801.0,32.7–36.9,23.3,16.7,60.2,43.1,53.0,"4,735",14.2,2%,43:57:00,2024
itmo university,ITMO University,Russia,RU,=542,21.7,12.0,11.6,96.2,6.9,21.4,38.9,ITMO University,Russian Federation,601.0,37.0–41.8,34.0,34.9,40.0,69.0,67.1,"10,902",14.6,18%,34 : 66,2024
bar ilan university,Bar-Ilan University,Israel,IL,=545,21.5,8.0,5.3,7.8,62.2,47.9,2.9,Bar-Ilan University,Israel,501.0,41.9–45.3,30.0,34.1,54.1,85.8,46.8,"19,599",19.0,4%,61:39:00,2024
lehigh university,Lehigh University,United States,US,=548,21.4,5.8,4.2,26.2,38.4,62.4,29.6,Lehigh University,United States,601.0,37.0–41.8,33.0,22.5,57.6,63.6,73.8,"6,518",11.2,17%,46:54:00,2024
university of eastern finland,University of Eastern Finland,Finland,FI,=548,21.4,14.8,9.7,39.4,24.6,30.9,4.8,University of Eastern Finland,Finland,501.0,41.9–45.3,28.9,31.2,69.7,67.4,48.5,"12,237",18.5,5%,67:33:00,2024
hasselt university,Hasselt University ,Belgium,BE,=551,21.3,5.8,3.4,78.8,18.3,76.0,23.9,Hasselt University,Belgium,351.0,49.1–51.0,33.5,38.1,69.1,83.9,71.6,"5,749",30.9,14%,50:50:00,2024
university of nebraska lincoln,University of Nebraska - Lincoln,United States,US,=551,21.3,10.8,5.9,18.8,33.7,30.4,8.2,University of Nebraska-Lincoln,United States,401.0,45.4–49.0,33.8,31.1,71.5,67.0,65.9,"23,920",16.6,9%,49:51:00,2024
florida international university,Florida International University,United States,US,=556,21.1,14.9,35.4,12.0,12.8,21.1,12.1,Florida International University,United States,401.0,45.4–49.0,31.0,29.3,74.2,61.5,51.0,"35,006",22.4,9%,60:40:00,2024
university of chemistry and technology prague,"University of Chemistry and Technology, Prague",Czech Republic,CZ,=556,21.1,6.1,7.9,99.0,12.9,27.8,71.9,"University of Chemistry and Technology, Prague",Czech Republic,1001.0,28.3–32.6,32.8,14.7,29.0,45.7,51.0,"4,061",8.3,23%,57:43:00,2024
chongqing university,Chongqing University,China (Mainland),CN,=561,21.0,8.4,3.8,13.2,70.4,14.7,2.2,Chongqing University,China,351.0,49.1–51.0,32.8,38.2,75.9,79.6,42.0,"42,607",20.1,2%,,2024
university of plymouth,University of Plymouth,United Kingdom,UK,=561,21.0,9.0,12.1,12.2,29.1,51.3,38.9,University of Plymouth,United Kingdom,401.0,45.4–49.0,24.4,21.9,79.5,66.1,80.6,"15,675",17.1,16%,59:41:00,2024
ateneo de manila university,Ateneo de Manila University,Philippines,PH,=563,20.9,19.7,57.9,29.0,1.7,3.3,2.7,Ateneo de Manila University,Philippines,1001.0,28.3–32.6,30.8,10.8,52.4,27.6,33.5,"14,168",11.1,1%,52:48:00,2024
university of south florida,University of South Florida,United States,US,=563,20.9,13.2,10.2,7.9,36.6,30.7,13.8,University of South Florida,United States,251.0,53.1–55.8,31.7,36.4,87.6,99.9,66.7,"40,379",19.0,13%,,2024
bond university,Bond University,Australia,AU,=567,20.8,4.7,5.2,44.1,22.8,87.7,93.6,Bond University,Australia,401.0,45.4–49.0,28.2,23.1,82.5,23.1,82.3,"3,170",11.2,34%,54:46:00,2024
national chengchi university,National Chengchi University,Taiwan,TW,=567,20.8,19.5,39.0,19.7,2.7,27.1,23.5,National Chengchi University,Taiwan,1001.0,28.3–32.6,27.6,27.8,24.8,60.6,48.8,"12,329",14.9,12%,56:44:00,2024
university of huddersfield,University of Huddersfield,United Kingdom,UK,=567,20.8,12.5,15.0,6.7,20.9,65.1,79.4,University of Huddersfield,United Kingdom,501.0,41.9–45.3,28.3,25.0,66.3,44.4,88.4,"14,270",19.8,26%,58:42:00,2024
chiang mai university,Chiang Mai University,Thailand,TH,=571,20.7,33.8,19.3,16.4,3.9,5.1,4.1,Chiang Mai University,Thailand,801.0,32.7–36.9,28.5,19.1,46.3,58.1,39.5,"33,649",13.6,4%,61:39:00,2024
coventry university,Coventry University,United Kingdom,UK,=571,20.7,9.2,12.5,15.7,6.8,74.8,100.0,Coventry University,United Kingdom,601.0,37.0–41.8,20.9,14.9,69.6,26.8,95.6,"32,635",14.9,48%,48:52:00,2024
warsaw university of technology,Warsaw University of Technology,Poland,PL,=571,20.7,22.8,49.8,38.7,4.3,1.8,10.3,Warsaw University of Technology,Poland,1201.0,22.8–28.2,22.0,19.6,33.3,53.5,31.7,"23,167",17.1,7%,32 : 68,2024
lebanese university,Lebanese University,Lebanon,LB,=577,20.5,23.7,49.8,11.6,2.1,43.3,31.9,Lebanese University,Lebanon,801.0,32.7–36.9,42.8,22.3,23.6,17.7,78.8,"46,704",14.6,16%,70:30:00,2024
taipei medical university,Taipei Medical University (TMU),Taiwan,TW,=577,20.5,10.3,15.4,91.1,17.9,15.1,15.6,Taipei Medical University,Taiwan,401.0,45.4–49.0,47.4,32.6,60.9,85.1,48.5,"5,993",8.9,10%,59:41:00,2024
abu dhabi university,Abu Dhabi University,United Arab Emirates,AE,=580,20.4,11.5,17.9,12.6,12.4,100.0,99.9,Abu Dhabi University,United Arab Emirates,201.0,55.9–58.6,48.2,30.0,85.8,25.5,97.8,"2,506",10.9,60%,51:49:00,2024
university of klagenfurt,University of Klagenfurt,Austria,AT,=580,20.4,5.5,4.3,60.2,11.4,95.2,86.6,University of Klagenfurt,Austria,501.0,41.9–45.3,31.2,19.4,72.4,48.1,87.6,"3,479",10.0,31%,67:33:00,2024
sunway university,Sunway University,Malaysia,MY,=586,20.2,10.5,44.1,52.2,7.2,35.5,24.3,Sunway University,Malaysia,601.0,37.0–41.8,24.7,14.6,71.7,17.2,78.3,"4,350",8.1,14%,52:48:00,2024
central queensland university,Central Queensland University (CQUniversity Australia),Australia,AU,=590,20.1,8.7,9.5,24.0,16.0,98.0,98.1,Central Queensland University,Australia,501.0,41.9–45.3,19.7,26.7,76.0,39.5,65.3,"12,874",25.6,11%,65:35:00,2024
manchester metropolitan university,Manchester Metropolitan University (MMU),United Kingdom,UK,=590,20.1,12.0,13.4,8.5,9.8,44.4,40.5,Manchester Metropolitan University,United Kingdom,501.0,41.9–45.3,20.5,18.5,77.4,57.7,80.6,"30,985",17.4,19%,58:42:00,2024
goldsmiths university of london,"Goldsmiths, University of London",United Kingdom,UK,=593,20.0,14.9,6.0,14.7,13.6,97.8,92.8,"Goldsmiths, University of London",United Kingdom,401.0,45.4–49.0,29.2,25.2,75.4,28.9,81.0,"8,780",14.5,38%,66:34:00,2024
university of central florida,University of Central Florida,United States,US,=593,20.0,14.4,37.1,2.8,25.7,17.1,4.5,University of Central Florida,United States,401.0,45.4–49.0,28.5,34.4,74.7,78.3,39.9,"65,269",39.1,4%,57:43:00,2024
imam abdulrahman bin faisal university,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),Saudi Arabia,SA,=595,19.9,7.6,7.1,85.9,2.3,98.5,16.5,Imam Abdulrahman Bin Faisal University,Saudi Arabia,601.0,37.0–41.8,27.7,13.9,70.6,20.8,75.3,"23,781",11.3,4%,84:16:00,2024
nottingham trent university,Nottingham Trent University,United Kingdom,UK,=595,19.9,10.6,20.5,10.2,5.2,56.9,61.0,Nottingham Trent University,United Kingdom,501.0,41.9–45.3,20.7,14.3,84.6,37.3,88.5,"32,545",15.4,21%,55:45:00,2024
shenzhen university,Shenzhen University,China (Mainland),CN,=595,19.9,8.4,2.3,55.2,42.6,13.2,1.4,Shenzhen University,China,351.0,49.1–51.0,27.8,34.3,85.3,57.9,42.4,"35,736",14.0,1%,49:51:00,2024
thammasat university,Thammasat University,Thailand,TH,=600,19.8,23.8,26.4,25.1,2.1,11.6,1.7,Thammasat University,Thailand,1201.0,22.8–28.2,26.3,19.1,25.7,30.1,38.1,"30,488",11.4,1%,64:36:00,2024
tulane university,Tulane University,United States,US,=600,19.8,9.6,5.0,81.5,10.4,16.9,14.5,Tulane University,United States,401.0,45.4–49.0,42.9,24.4,73.1,67.8,50.7,"12,217",7.7,9%,60:40:00,2024
charles darwin university,Charles Darwin University ,Australia,AU,601-610,-,5.8,4.7,4.0,41.3,37.4,76.7,Charles Darwin University,Australia,401.0,45.4–49.0,24.8,32.5,73.9,36.3,81.6,"7,313",33.6,27%,71:29:00,2024
drexel university,Drexel University,United States,US,601-610,-,8.4,6.1,21.1,35.1,32.8,22.3,Drexel University,United States,301.0,51.1–53.0,44.1,26.0,79.6,75.6,62.2,"16,910",11.0,15%,51:49:00,2024
jawaharlal nehru university,Jawaharlal Nehru University,India,IN,601-610,-,29.1,10.6,12.2,24.1,,1.6,Jawaharlal Nehru University,India,601.0,37.0–41.8,41.9,24.3,51.8,33.9,23.7,"9,737",16.1,1%,45:55:00,2024
umm al qura university,Umm Al-Qura University ,Saudi Arabia,SA,601-610,-,18.3,9.4,56.9,2.0,100.0,17.6,Umm Al-Qura University,Saudi Arabia,601.0,37.0–41.8,33.3,14.4,62.2,53.2,73.1,"35,180",9.6,7%,53:47:00,2024
university of szeged,University of Szeged,Hungary,HU,601-610,-,18.0,12.0,44.6,4.9,11.9,50.5,University of Szeged,Hungary,1001.0,28.3–32.6,29.9,15.8,40.5,48.1,57.8,"20,050",12.3,20%,56:44:00,2024
brno university of technology,Brno University of Technology,Czech Republic,CZ,611-620,-,13.1,34.7,22.7,6.7,9.0,70.9,Brno University of Technology,Czech Republic,1001.0,28.3–32.6,22.2,19.3,39.0,70.3,58.3,"18,137",15.5,25%,28 : 72,2024
national central university,National Central University,Taiwan,TW,611-620,-,21.5,27.1,23.0,17.8,12.9,9.1,National Central University,Taiwan,1001.0,28.3–32.6,30.8,24.9,29.7,88.8,44.4,"11,001",9.5,7%,35 : 65,2024
pusan national university,Pusan National University,South Korea,KR,611-620,-,23.0,18.5,38.0,17.1,10.4,12.4,Pusan National University,South Korea,501.0,41.9–45.3,39.2,39.1,45.1,86.6,37.8,"17,195",16.9,10%,55:45:00,2024
